,PCTBLACK,PCTWHITE,COUNT,PCTHISPANIC,surname,frequency,PCTASIAN,other
143946,0.24,96.2,8400,2.13,weidner,1106.0,0.49,0
61345,11.59,82.77,4609,2.17,hudgens,1106.0,1.4500000000000000,0
55932,1.66,94.75,4153,1.73,hartz,1107.0,0.0,0
127952,0.93,93.09,3675,2.2,stapp,1109.0,1.68,0
103725,6.97,88.44,5538,2.55,petry,1110.0,0.7,0
129968,0.31,94.81,4777,2.49,stroh,1110.0,0.9,0
148378,0.68,95.29,7817,1.83,yount,1111.0,0.8300000000000000,0
127738,0.37,95.81,5461,1.26,stamm,1111.0,1.17,0
81468,1.24,94.8,3695,2.27,lutes,1111.0,0.6700000000000000,0
118611,0.54,95.03,3504,2.97,scheel,1111.0,0.74,0
118426,0.24,95.25,3786,1.74,schall,1111.0,1.8000000000000000,0
9327,0.51,93.24,4293,2.26,beaudry,1111.0,2.44,0
43547,2.86,93.49,5359,1.62,flinn,1112.0,1.0,0
72119,0.0,95.31,3112,2.02,kral,1112.0,1.06,0
133564,2.52,91.88,5641,2.77,terrill,1112.0,1.33,0
55310,18.86,76.98,3149,1.59,hansford,1114.0,1.2,0
120719,27.84,66.84,14046,1.69,seay,1114.0,0.96,0
21456,0.5,94.64,3190,2.19,carstens,1115.0,1.06,0
16088,4.93,88.86,4622,2.66,brashear,1117.0,1.29,0
88678,13.79,82.62,6496,1.86,melancon,1118.0,0.55,0
80393,1.4,92.55,3355,2.68,losey,1118.0,1.58,0
128388,5.74,89.93,5231,2.39,steger,1119.0,0.77,0
36053,1.02,92.3,4233,3.07,drennan,1119.0,2.41,0
111934,0.68,94.15,8850,2.14,ricker,1119.0,1.67,0
16028,2.01,91.98,7452,3.34,brannan,1120.0,1.1600000000000000,0
102503,26.88,68.75,4185,1.53,pegram,1120.0,0.9,0
24230,0.36,94.75,6115,2.52,christopherson,1121.0,1.1100000000000000,0
38040,17.43,77.35,3196,1.66,edmundson,1121.0,1.63,0
40317,2.78,91.96,5171,2.15,eubank,1121.0,1.29,0
14470,10.71,81.58,4023,4.18,bonnett,1122.0,1.54,0
60394,4.41,90.91,16587,1.73,honeycutt,1122.0,1.31,0
90479,17.4,77.31,4685,1.99,millsap,1123.0,1.49,0
27820,13.86,81.06,4552,2.04,crim,1124.0,0.93,0
86380,0.61,95.3,4129,2.13,mcandrew,1124.0,0.8200000000000000,0
146309,3.14,92.23,4296,1.79,wisner,1125.0,1.1600000000000000,0
9692,2.18,92.79,4590,2.27,beggs,1125.0,1.0700000000000000,0
79707,0.61,93.79,3109,2.25,lofgren,1126.0,1.74,0
107609,0.39,93.97,5126,4.23,pugliese,1127.0,0.65,0
70325,0.3,95.51,16910,1.82,knutson,1127.0,1.07,0
134447,33.75,60.42,7294,1.65,tibbs,1127.0,1.25,0
42669,1.18,94.51,5068,1.8,fidler,1128.0,1.04,0
67751,0.36,95.51,6364,1.68,kempf,1129.0,1.28,0
17364,2.62,92.49,5086,2.36,brotherton,1130.0,1.1,0
55778,15.79,79.91,4909,2.26,harrod,1131.0,0.8400000000000000,0
114180,0.0,95.61,3688,1.76,rosner,1131.0,1.06,0
99728,0.27,94.83,9518,2.11,ostrander,1131.0,0.9000000000000000,0
130811,41.62,51.84,7950,2.53,sumpter,1132.0,1.51,0
68038,3.89,90.88,15614,1.99,kerns,1132.0,1.48,0
54299,1.32,93.5,3170,2.33,haffner,1132.0,1.26,0
53347,10.32,82.15,12577,2.51,guinn,1135.0,2.71,0
26507,0.63,94.38,3469,2.1,copp,1135.0,1.32,0
75082,20.84,72.82,12026,2.55,landrum,1136.0,1.1,0
103344,30.26,61.43,9443,3.45,perryman,1136.0,1.78,0
140206,7.3,87.9,9476,1.57,vaught,1136.0,1.31,0
25954,3.13,91.85,10140,2.6,colwell,1137.0,1.04,0
104800,17.14,75.7,7362,3.95,pinson,1138.0,1.25,0
105140,0.0,94.78,3161,2.97,pizzo,1138.0,0.54,0
137647,1.18,93.72,3219,1.71,twigg,1138.0,1.49,0
8310,0.36,92.92,4678,3.44,barta,1139.0,2.33,0
146622,0.26,95.94,5023,2.15,wojciechowski,1139.0,0.54,0
148330,22.09,73.78,5092,2.04,youmans,1139.0,0.84,0
148800,0.0,95.87,3442,1.37,zaleski,1139.0,0.76,0
33355,0.9,94.52,7759,1.86,deyoung,1141.0,1.27,0
130367,0.46,94.44,3904,2.74,stutz,1142.0,1.26,0
93138,10.02,84.85,4421,1.79,moxley,1142.0,1.0900000000000000,0
103285,0.32,95.68,4420,1.86,perreault,1142.0,0.99,0
102325,30.0,64.83,5016,1.93,peavy,1143.0,1.06,0
9919,0.73,94.39,12922,1.89,belanger,1143.0,1.4,0
18434,0.62,94.75,6246,1.6,bumgarner,1144.0,1.4600000000000000,0
53044,0.52,93.61,3255,2.76,guay,1144.0,1.62,0
76634,5.26,81.65,4958,2.44,lebeau,1145.0,8.290000000000000,0
18729,13.26,81.37,5453,2.16,burgin,1145.0,0.78,0
79796,0.57,95.47,6506,2.09,lohr,1145.0,0.67,0
146995,13.26,80.34,6109,2.62,wooley,1145.0,1.45,0
83091,20.3,74.95,3680,1.96,malcom,1146.0,0.87,0
86996,0.13,96.22,7425,1.55,mcdevitt,1147.0,0.75,0
38341,0.78,95.32,3208,2.28,eichler,1148.0,0.75,0
112908,0.22,96.1,3126,1.41,robichaud,1149.0,1.12,0
126277,0.28,94.58,3229,2.82,sonnenberg,1149.0,0.9,0
136608,29.29,65.43,18408,1.86,triplett,1149.0,1.1,0
732,0.36,95.88,4131,1.65,adelman,1150.0,0.87,0
63949,0.49,93.98,3072,3.26,janzen,1150.0,1.01,0
76929,27.91,65.92,3712,1.91,leftwich,1150.0,1.4,0
106757,19.09,75.04,15860,2.11,prather,1150.0,1.36,0
121667,0.56,90.59,3209,5.24,serio,1150.0,2.34,0
142665,2.75,91.34,3521,2.93,waid,1151.0,1.3900000000000000,0
6744,0.5,94.86,5238,2.35,baier,1152.0,1.05,0
102406,9.25,85.79,4716,1.95,peden,1152.0,1.19,0
21627,0.0,88.41,3797,9.17,casella,1153.0,1.21,0
123890,8.9,82.86,8992,5.91,sigler,1153.0,0.9100000000000000,0
108844,14.52,78.46,12227,2.92,ragsdale,1154.0,1.71,0
74047,11.01,75.85,4095,11.36,laborde,1154.0,0.66,0
135360,7.48,82.59,3073,7.09,tomes,1155.0,0.8200000000000000,0
55192,0.28,95.54,3609,2.13,hanke,1155.0,0.74,0
1022,0.45,96.52,3566,1.68,adamski,1155.0,0.0,0
85077,0.32,95.37,8250,2.23,martz,1156.0,0.9300000000000000,0
7910,24.65,69.22,13165,2.69,barfield,1157.0,1.12,0
23164,0.87,92.05,4241,3.8,charron,1158.0,1.25,0
58989,5.82,89.57,8831,2.09,himes,1158.0,1.1,0
77976,4.77,91.62,4404,1.73,levasseur,1158.0,0.55,0
50355,0.23,96.29,3480,2.64,goldfarb,1159.0,0.0,0
47382,0.0,95.6,3024,1.92,gasser,1159.0,0.63,0
113184,5.25,80.37,4759,11.09,rodrigue,1161.0,2.25,0
123080,1.21,95.56,7448,1.44,shirk,1162.0,0.77,0
119534,0.21,96.07,3843,1.82,schock,1162.0,0.88,0
56204,10.19,84.49,6468,2.52,hatley,1165.0,1.31,0
96256,0.41,95.37,4907,2.43,nieman,1166.0,0.86,0
133749,1.81,94.43,5247,1.37,tew,1170.0,1.22,0
71186,0.39,96.18,5442,1.56,koons,1170.0,0.79,0
41428,0.0,93.56,3107,3.8,fasano,1171.0,1.06,0
89346,10.24,84.07,8809,2.34,merrell,1172.0,1.5,0
27486,12.03,82.99,4056,2.17,crafton,1172.0,0.96,0
7123,0.0,66.64,3228,2.35,balk,1172.0,28.78,0
55500,38.76,54.35,4296,1.72,hardiman,1172.0,1.1,0
60559,0.99,95.2,4225,1.78,hopp,1173.0,1.04,0
36027,11.59,84.32,5644,1.93,dreher,1175.0,0.73,0
36108,0.24,95.7,3695,1.65,drews,1177.0,1.1100000000000000,0
21723,1.75,92.59,4519,2.17,cassady,1177.0,1.22,0
145090,0.99,95.02,5256,1.98,whittemore,1177.0,0.76,0
112233,42.46,51.29,12218,2.55,riggins,1178.0,0.97,0
39667,0.24,96.11,6558,1.75,erdman,1179.0,0.97,0
54755,0.38,95.82,5865,1.88,halpin,1180.0,0.81,0
52198,2.62,93.45,3819,1.7,gribble,1181.0,0.9500000000000000,0
49841,0.27,95.06,4739,2.45,glidden,1181.0,0.72,0
79045,0.19,96.1,3615,1.94,lipinski,1181.0,0.77,0
67862,0.0,95.0,3358,2.71,kennelly,1182.0,0.71,0
26165,0.28,95.96,3910,1.46,congdon,1183.0,0.77,0
30441,1.78,92.35,8205,4.33,deangelo,1183.0,0.5,0
47932,0.23,95.91,6185,1.63,geisler,1183.0,1.02,0
19690,3.28,91.48,17647,1.81,cagle,1185.0,1.63,0
25306,1.2,93.81,3329,2.37,clymer,1185.0,0.99,0
33178,14.89,75.6,3238,6.36,devers,1186.0,1.36,0
108894,1.01,94.94,5668,1.83,rahn,1187.0,1.25,0
59111,0.91,93.19,5303,1.96,hinman,1187.0,2.05,0
121597,0.78,61.52,4641,34.71,serafin,1189.0,2.48,0
58461,0.34,96.11,4350,1.24,heuer,1189.0,0.9200000000000000,0
82885,0.0,96.1,5126,1.83,majewski,1191.0,0.62,0
117616,0.99,85.78,3235,5.97,sarno,1191.0,5.6900000000000000,0
136978,18.26,75.83,4163,2.19,trusty,1191.0,1.44,0
7678,0.4,93.85,3529,2.41,averill,1191.0,1.3700000000000000,0
28108,2.78,92.15,4497,2.82,crossman,1191.0,0.85,0
68137,0.41,95.44,4170,1.44,kessinger,1193.0,1.37,0
144397,0.76,95.9,3174,1.58,wenner,1193.0,0.73,0
9254,6.37,88.88,13499,2.17,bearden,1193.0,1.04,0
73207,0.22,95.24,4015,2.34,kugler,1195.0,0.9000000000000000,0
77608,0.26,95.53,3491,1.86,leonhardt,1197.0,1.47,0
103987,1.68,94.5,3691,1.95,phares,1198.0,0.78,0
123213,0.44,96.25,4130,1.72,shoop,1198.0,0.63,0
55906,35.21,60.38,4192,1.46,hartsfield,1199.0,0.98,0
54363,0.9,94.05,5750,2.38,hagerty,1199.0,1.3400000000000000,0
68061,12.29,82.31,8459,2.23,kersey,1199.0,1.08,0
105978,4.19,89.75,4125,2.45,polson,1200.0,1.96,0
15448,1.41,93.74,3465,2.28,bova,1201.0,1.03,0
114254,1.46,93.53,3913,2.3,rost,1201.0,1.22,0
131511,18.49,75.73,4618,1.99,swindell,1202.0,1.77,0
91201,2.78,91.29,11908,2.34,mize,1202.0,1.53,0
37866,0.6,94.98,4520,2.88,eckhardt,1203.0,0.77,0
145283,0.0,94.9,3336,2.76,widmer,1203.0,0.99,0
98672,1.0,73.64,3289,23.75,olivieri,1204.0,0.0,0
38373,0.37,93.01,3536,2.86,eide,1204.0,1.76,0
12828,0.29,93.48,3852,2.08,blaisdell,1205.0,1.9,0
120692,15.64,78.6,6178,2.09,searles,1206.0,1.05,0
72061,0.25,95.87,7726,1.94,kraemer,1207.0,0.8,0
119231,0.42,95.46,7203,2.07,schlosser,1208.0,0.87,0
143944,1.17,94.51,4350,1.93,weidman,1209.0,0.97,0
134643,5.28,89.2,4149,2.6,tillotson,1210.0,1.21,0
124568,4.16,90.48,11380,2.07,sisson,1210.0,1.3600000000000000,0
122273,41.59,52.79,3804,2.18,shanklin,1210.0,0.9200000000000000,0
8559,2.98,91.94,8806,2.79,basham,1211.0,0.78,0
28835,0.8,94.0,5099,2.06,cusick,1211.0,1.3400000000000000,0
86638,33.02,59.19,3183,3.77,mcclean,1212.0,1.13,0
60081,12.55,82.45,5634,2.11,hollinger,1213.0,1.2,0
106166,3.2,91.24,8240,2.75,poore,1213.0,1.09,0
71476,0.36,95.38,4436,2.57,korte,1213.0,0.52,0
39960,0.14,98.81,3529,0.68,esh,1214.0,0.23,0
52000,4.04,91.93,6765,1.73,greenwell,1214.0,0.8,0
104405,3.84,91.8,4012,2.22,piercy,1214.0,0.9,0
149838,0.7,95.22,9134,1.82,zink,1215.0,1.0,0
77045,0.26,95.24,3133,2.87,lehner,1217.0,0.99,0
46799,41.62,53.1,9122,1.8,gantt,1217.0,0.8600000000000000,0
109893,0.37,95.77,8398,1.75,rausch,1217.0,0.76,0
134160,1.01,91.43,3163,5.6,thome,1218.0,0.98,0
70602,0.47,95.53,5928,1.69,koerner,1219.0,1.01,0
118791,0.9,94.22,3011,2.39,schermerhorn,1220.0,1.16,0
129918,23.45,70.95,4730,1.65,stringfellow,1221.0,1.53,0
63021,0.2,95.36,7668,1.96,isaacson,1221.0,1.33,0
18645,7.13,87.73,11284,2.32,burdette,1222.0,1.12,0
16297,17.99,77.5,12705,1.88,breaux,1223.0,0.88,0
87552,11.16,84.82,7043,1.7,mckelvey,1224.0,0.73,0
126073,4.48,72.28,3189,5.08,soliman,1225.0,14.870000000000000,0
116000,23.73,71.25,3148,1.56,safford,1226.0,1.3,0
28043,0.38,94.7,5456,2.27,cronk,1227.0,0.99,0
19074,0.71,94.3,5456,2.02,bushey,1227.0,0.97,0
128363,0.22,94.91,4947,2.79,steffens,1228.0,0.75,0
15728,9.36,84.34,3588,2.93,brack,1229.0,1.3600000000000000,0
68027,1.34,91.47,3284,3.23,kernan,1229.0,2.3700000000000000,0
53269,18.6,76.54,20600,1.84,guidry,1229.0,1.49,0
87890,10.65,84.03,11350,2.25,mcneely,1229.0,1.12,0
144684,0.85,94.17,13079,2.09,westfall,1230.0,1.08,0
123957,0.39,96.0,5604,1.55,sikora,1231.0,1.04,0
85355,0.53,94.07,5089,4.19,massaro,1231.0,0.53,0
134183,9.14,83.93,3162,3.23,thoms,1232.0,1.87,0
68660,5.98,89.55,4412,2.27,kilby,1232.0,0.73,0
15109,42.76,52.61,11079,1.74,bostic,1233.0,0.6900000000000000,0
21180,6.32,87.73,5648,2.41,carmack,1234.0,1.33,0
27044,0.0,93.33,3388,4.63,costantino,1234.0,0.53,0
65235,0.4,91.17,4735,3.15,juliano,1234.0,4.26,0
126438,0.16,93.46,4956,4.68,sorrentino,1234.0,0.56,0
111121,10.5,83.15,9806,2.9,renfro,1234.0,1.35,0
136215,39.06,55.31,13341,2.2,traylor,1235.0,0.74,0
27841,13.23,79.46,3242,3.42,crippen,1235.0,1.79,0
37956,5.14,90.03,6110,1.96,edens,1235.0,1.05,0
51389,9.07,85.82,3231,3.03,grable,1237.0,0.96,0
20345,0.24,94.29,3290,2.89,canavan,1238.0,1.5500000000000000,0
104096,24.49,70.4,5558,1.58,philpot,1238.0,1.08,0
129819,0.52,96.12,3067,1.63,streit,1238.0,0.75,0
145363,0.25,95.89,6004,1.82,wiegand,1239.0,1.02,0
26899,1.42,94.65,5268,1.5,corson,1239.0,1.26,0
101317,0.25,91.23,3170,6.09,parente,1240.0,1.2,0
126808,15.39,78.9,7607,2.29,sparkman,1243.0,1.35,0
119751,0.39,96.04,3055,1.73,schorr,1243.0,0.78,0
108037,0.43,95.32,4164,2.04,quackenbush,1245.0,1.03,0
95920,33.74,60.99,10620,2.11,newkirk,1245.0,0.88,0
71190,2.87,93.0,10538,1.64,koontz,1245.0,0.9000000000000000,0
8238,10.25,85.64,6964,1.98,barringer,1245.0,0.8600000000000000,0
83541,1.35,92.99,3337,2.94,mandell,1245.0,1.38,0
102302,23.32,71.79,4888,1.8,pearsall,1246.0,1.27,0
87944,7.46,87.11,9232,2.4,mcnutt,1247.0,1.17,0
53133,0.37,95.01,9809,2.57,guenther,1248.0,0.86,0
54975,8.16,86.73,4424,2.24,hammon,1249.0,1.11,0
71397,1.12,94.84,3488,2.09,korman,1250.0,0.0,0
40127,0.95,93.72,4297,2.37,esser,1252.0,1.28,0
1016,1.7,91.83,3647,4.47,adamo,1253.0,0.85,0
70291,9.51,86.2,7232,1.83,knotts,1253.0,0.87,0
36980,10.62,82.95,3155,2.88,dunton,1253.0,1.62,0
42633,0.21,94.63,5311,2.41,fick,1253.0,1.42,0
72648,0.0,96.27,4402,1.61,kroeger,1253.0,0.64,0
24822,22.14,72.27,3505,2.94,clack,1255.0,0.88,0
112567,0.54,93.42,4040,2.67,risley,1257.0,1.78,0
21981,0.28,93.12,9973,4.57,catalano,1257.0,0.92,0
40429,2.96,91.89,3615,2.93,everitt,1257.0,0.69,0
26448,1.63,92.87,8466,2.46,coons,1257.0,1.49,0
60585,41.57,51.75,12180,1.86,hopson,1258.0,1.97,0
145006,27.15,68.21,7412,1.94,whitehurst,1258.0,0.8200000000000000,0
72171,0.23,95.86,5141,2.24,kranz,1261.0,0.66,0
85941,0.54,95.28,3494,1.8,maughan,1262.0,0.98,0
27672,5.48,90.57,14264,1.35,creech,1262.0,1.01,0
45237,23.46,70.96,3888,2.39,frink,1262.0,1.05,0
22057,11.89,83.72,5258,1.24,catlett,1263.0,0.99,0
18113,0.25,95.8,6333,1.58,buehler,1263.0,0.84,0
25322,19.57,75.78,6127,2.12,coakley,1263.0,0.74,0
143548,6.42,87.24,3690,2.79,watterson,1263.0,1.92,0
9656,0.39,93.33,6952,2.66,beeson,1264.0,1.84,0
123846,0.97,93.85,5349,2.82,sievers,1265.0,1.1600000000000000,0
17610,10.05,84.66,4558,2.02,brundage,1265.0,1.47,0
123285,0.41,94.79,5164,2.56,shoup,1265.0,1.19,0
74904,0.46,94.8,3484,1.58,lampert,1268.0,1.4100000000000000,0
50737,0.7,93.66,3140,2.1,goodale,1268.0,1.46,0
110152,0.61,93.2,6222,1.77,ream,1268.0,2.8,0
36869,4.91,90.99,3952,1.42,dunford,1268.0,0.88,0
21391,4.79,89.84,6290,2.19,carrigan,1269.0,1.1600000000000000,0
12838,27.09,67.1,3271,2.54,blakemore,1269.0,0.98,0
138546,0.62,93.79,6766,3.96,vaccaro,1270.0,0.71,0
72692,0.47,96.25,4025,1.81,krol,1272.0,0.8200000000000000,0
89094,0.0,95.64,4498,2.27,menke,1273.0,0.8,0
101211,0.44,89.91,4064,1.92,paquin,1273.0,5.95,0
28131,0.38,95.81,3726,1.74,crotty,1274.0,0.99,0
96087,4.14,91.98,4949,1.82,nickels,1276.0,1.03,0
114504,2.47,90.95,3648,1.81,routh,1276.0,3.09,0
65361,0.4,95.24,3235,2.01,jurgens,1276.0,0.65,0
54308,0.46,95.57,5187,1.74,hafner,1277.0,0.85,0
15857,0.8,93.34,3992,2.35,brainard,1278.0,1.53,0
65669,0.31,95.55,5215,1.8,kahl,1278.0,0.8200000000000000,0
11427,0.69,87.55,7365,8.2,bettencourt,1278.0,1.3400000000000000,0
25468,4.65,88.48,3871,4.24,coddington,1278.0,1.01,0
26770,3.87,91.78,15733,1.59,cornett,1278.0,1.0700000000000000,0
133850,2.43,92.91,13757,2.1,tharp,1280.0,1.1000000000000000,0
15504,1.7,92.27,3702,3.05,bowerman,1280.0,1.11,0
150156,4.1,91.95,3950,1.87,zuber,1281.0,1.06,0
86454,1.65,94.33,5147,2.04,mccafferty,1281.0,1.01,0
46052,21.84,72.25,9142,2.49,gaddis,1282.0,1.1300000000000000,0
19126,0.62,93.68,5344,2.9,busse,1282.0,1.44,0
86568,44.1,51.44,5857,1.81,mccaskill,1283.0,0.77,0
55920,0.27,96.54,5148,1.34,hartung,1283.0,0.88,0
7679,0.37,95.08,3517,1.85,bakke,1284.0,1.4,0
26221,11.29,81.77,5528,3.09,conners,1284.0,1.79,0
45966,0.39,94.06,7177,2.33,gabel,1284.0,1.78,0
132580,12.4,82.19,6186,2.21,tapp,1284.0,1.13,0
57823,0.53,95.76,5429,1.55,hensel,1286.0,0.79,0
94037,0.4,93.7,6972,2.85,musick,1287.0,1.58,0
89812,0.53,94.0,3950,2.3,michaelson,1288.0,1.7,0
134462,2.72,91.64,10118,2.75,tice,1288.0,1.21,0
60021,1.61,93.62,4845,2.52,holladay,1289.0,0.7,0
50007,0.63,93.5,9062,2.04,goad,1290.0,2.18,0
6087,0.0,86.32,3041,4.44,ayoub,1290.0,2.7,0
96795,8.98,84.65,9386,2.83,noland,1291.0,1.4700000000000000,0
81347,8.28,86.71,16962,1.75,lunsford,1291.0,1.43,0
110192,39.47,55.31,15550,2.17,reaves,1292.0,0.66,0
82606,4.33,91.11,8079,2.31,mahaffey,1292.0,0.7,0
87587,0.0,95.42,3144,2.54,mckernan,1292.0,0.67,0
87230,4.8,89.55,5749,1.74,mcgehee,1295.0,1.8600000000000000,0
143469,2.77,90.12,8471,2.8,wasson,1295.0,2.27,0
145674,0.48,94.77,8106,1.99,wilke,1297.0,1.3900000000000000,0
33248,6.47,86.01,11445,4.12,devore,1297.0,1.67,0
144854,22.96,69.44,11579,4.55,whatley,1298.0,0.97,0
102774,1.91,93.58,3302,1.82,pendergast,1299.0,1.21,0
129356,0.29,95.3,5912,2.45,stoltz,1300.0,1.0,0
66515,0.27,91.28,5858,5.22,karas,1300.0,2.0300000000000000,0
119876,0.47,94.63,5325,2.78,schroder,1301.0,0.83,0
93153,0.77,94.06,4818,3.09,moyers,1301.0,0.8500000000000000,0
86856,29.84,64.86,12204,2.47,mccrary,1301.0,0.77,0
34190,0.42,95.95,3083,2.14,dineen,1302.0,0.68,0
47179,0.21,94.02,5152,4.56,garofalo,1304.0,0.39,0
33230,14.36,80.66,5118,2.09,devoe,1305.0,0.97,0
89395,0.4,95.8,7841,2.14,mertz,1307.0,0.8400000000000000,0
134761,13.48,82.09,4712,1.46,tingle,1307.0,0.8200000000000000,0
135181,10.2,81.22,4952,4.75,toland,1307.0,2.1,0
29739,3.3,90.75,3904,3.74,danna,1308.0,1.38,0
142909,6.39,86.89,7436,2.5,wallen,1308.0,2.12,0
37732,11.74,82.57,6450,2.57,eberhardt,1309.0,1.17,0
61027,0.73,92.86,4927,4.0,hovey,1310.0,1.1200000000000000,0
16345,1.34,93.55,3130,2.33,breese,1311.0,1.25,0
47392,0.35,95.42,4612,1.97,gast,1312.0,1.1100000000000000,0
17449,7.35,87.47,9781,2.03,broyles,1312.0,1.3600000000000000,0
109771,0.23,94.74,6467,1.75,rathbun,1312.0,1.3200000000000000,0
127749,5.29,89.81,13528,1.77,stamper,1312.0,1.45,0
38165,0.29,95.15,5427,2.3,eggert,1314.0,0.94,0
130286,0.26,95.09,6173,2.45,stumpf,1315.0,0.99,0
78542,4.61,90.69,4535,2.05,liggett,1317.0,1.19,0
118397,0.81,95.31,3927,1.78,schaffner,1318.0,0.8400000000000000,0
93132,0.48,95.83,4793,1.71,mowry,1319.0,0.75,0
84515,0.0,95.43,4483,2.86,marinelli,1319.0,0.47,0
111705,2.34,91.82,18508,2.44,rhoades,1320.0,1.55,0
12852,12.76,81.56,11493,2.24,blalock,1321.0,1.87,0
28873,27.03,67.68,3082,2.43,cuthbertson,1321.0,0.78,0
83772,1.45,93.61,4696,2.28,manis,1321.0,1.77,0
33533,0.29,94.85,4838,3.2,dibenedetto,1322.0,0.6800000000000000,0
85971,5.69,87.99,6051,2.4,maupin,1324.0,1.88,0
73227,0.27,96.44,5872,1.84,kuhl,1324.0,0.5800000000000000,0
128895,1.79,93.36,4309,1.58,stickney,1324.0,1.42,0
15420,4.91,90.4,3749,2.69,boutin,1326.0,0.66,0
72837,0.34,95.82,4111,1.68,krull,1326.0,1.07,0
39364,0.39,95.51,4924,1.95,engelhardt,1328.0,0.9300000000000000,0
94392,0.63,95.55,3034,1.94,nadler,1328.0,0.0,0
54544,1.79,94.33,3918,1.94,hake,1328.0,1.0,0
47299,5.41,90.6,3626,1.96,garwood,1328.0,0.8500000000000000,0
9088,6.32,87.47,6171,3.21,bayless,1329.0,0.97,0
86841,7.46,87.28,5000,2.7,mccown,1330.0,0.8200000000000000,0
70411,0.62,93.96,6308,2.14,kocher,1330.0,1.73,0
78832,0.75,94.4,11337,2.01,lindquist,1330.0,1.16,0
144164,0.0,95.22,4627,2.46,weissman,1330.0,0.67,0
97526,0.19,93.92,3732,2.2,nyberg,1331.0,1.6100000000000000,0
101210,0.49,95.47,9606,1.93,paquette,1331.0,1.06,0
74899,0.55,93.84,5290,2.27,lampe,1332.0,2.0,0
56545,14.81,80.41,6400,1.92,haynie,1332.0,1.02,0
99671,0.78,93.83,6259,2.64,oster,1333.0,1.1,0
9200,0.31,98.08,5102,0.65,beachy,1333.0,0.36,0
86751,14.34,80.28,9134,2.04,mccombs,1335.0,1.3400000000000000,0
76731,0.75,91.45,8162,2.33,leclair,1336.0,3.31,0
126780,0.39,93.86,4561,3.95,spano,1336.0,0.9,0
36632,6.25,88.53,4611,2.21,dufresne,1337.0,1.3,0
24115,0.21,95.0,3362,2.44,chouinard,1337.0,1.22,0
25447,21.11,74.18,9465,1.93,cockrell,1337.0,0.88,0
44712,0.18,95.11,5621,2.21,franzen,1338.0,1.28,0
64054,7.79,88.44,13562,1.43,jarrell,1338.0,0.8900000000000000,0
52756,9.99,84.95,15773,1.96,grubbs,1339.0,1.3,0
125118,12.9,81.21,7069,2.69,slayton,1341.0,1.28,0
1885,0.44,94.25,3372,3.97,alessi,1341.0,0.0,0
52026,10.42,82.68,5757,2.36,gregoire,1341.0,2.93,0
34059,40.8,54.03,4699,2.45,dilworth,1343.0,0.47,0
133538,0.0,91.84,3271,6.39,terranova,1344.0,0.43,0
107350,0.33,95.29,5096,2.18,proulx,1345.0,0.96,0
51320,1.54,93.5,3186,2.01,gowen,1345.0,1.54,0
79959,16.92,76.71,3624,2.48,loney,1347.0,2.07,0
108380,4.46,90.59,3433,2.18,quist,1347.0,0.0,0
84764,0.71,90.77,6065,5.42,marra,1347.0,2.3600000000000000,0
4127,0.23,88.93,4391,2.28,archambault,1348.0,7.17,0
145299,0.13,93.85,3754,3.94,wiebe,1350.0,0.69,0
106469,11.25,84.22,10396,1.76,poston,1351.0,0.97,0
77817,1.0,95.04,5582,1.72,lessard,1351.0,0.95,0
62957,44.19,50.96,11506,1.96,irby,1352.0,0.77,0
49713,0.54,94.72,4221,2.16,glasser,1353.0,1.11,0
131546,1.36,93.78,9431,2.48,swisher,1354.0,0.99,0
56473,0.53,94.4,3556,1.88,hawn,1355.0,1.55,0
134261,0.31,95.5,6752,1.97,thorson,1356.0,0.88,0
123417,26.02,69.76,11315,1.79,shuler,1357.0,0.92,0
73481,0.52,95.42,10848,1.67,kuntz,1359.0,1.15,0
104575,6.38,87.39,5391,2.21,pilcher,1359.0,2.54,0
51740,0.29,93.81,7894,4.54,grasso,1360.0,0.48,0
84625,0.2,95.96,4435,2.16,markowitz,1360.0,0.86,0
115849,0.59,94.07,5735,2.41,sackett,1361.0,1.31,0
45314,3.1,92.11,5840,2.45,frizzell,1362.0,1.05,0
101744,15.73,78.75,6314,2.3,passmore,1362.0,1.36,0
19949,1.44,92.84,9146,2.56,calkins,1365.0,1.3000000000000000,0
58913,3.87,90.86,5866,2.03,hillis,1366.0,1.8200000000000000,0
112087,0.38,95.53,5989,2.32,rieger,1366.0,0.7,0
17665,1.34,95.01,11158,1.83,bruns,1367.0,0.8200000000000000,0
64936,37.07,55.55,4052,3.65,jordon,1367.0,1.23,0
103885,1.14,94.18,10109,2.57,pfeifer,1368.0,0.96,0
34786,29.31,65.97,11644,1.99,dockery,1368.0,0.69,0
15962,0.22,92.93,3127,3.42,brandes,1369.0,2.1800000000000000,0
75124,0.64,91.13,4982,2.99,langan,1370.0,3.03,0
26616,0.63,83.82,4128,7.44,cordeiro,1370.0,3.39,0
7231,6.9,88.01,3204,2.4,balmer,1370.0,1.31,0
14637,27.42,67.4,4208,2.66,boozer,1372.0,0.5700000000000000,0
79648,0.19,95.09,5801,2.41,loeffler,1373.0,0.9300000000000000,0
127532,26.35,68.62,5844,2.22,stackhouse,1373.0,0.84,0
18801,1.27,94.59,8707,2.03,burkhardt,1375.0,0.85,0
47148,2.07,93.01,7884,2.25,garman,1375.0,1.34,0
