,PCTBLACK,PCTWHITE,COUNT,PCTHISPANIC,surname,frequency,PCTASIAN,other
96738,0.0,95.07,1847,1.89,noffsinger,77.0,0.65,0
144800,0.0,97.46,1301,1.15,weyandt,77.0,0.46,0
67448,2.2,92.23,2459,1.38,keeter,77.0,2.12,0
7120,0.0,93.1,1449,4.14,balistreri,77.0,1.17,0
131497,22.65,71.26,1987,2.47,swilley,77.0,1.1,0
111777,0.0,96.13,1007,3.08,ribaudo,77.0,0.0,0
21716,0.29,93.82,2070,2.32,casperson,77.0,1.25,0
25745,0.56,92.94,1063,2.73,colgrove,77.0,1.3200000000000000,0
144086,0.0,95.15,2102,2.43,weirich,77.0,0.81,0
39552,2.44,92.11,1394,2.08,eoff,77.0,1.43,0
87932,0.0,94.62,1431,2.17,mcniff,77.0,0.77,0
78567,4.35,89.62,1378,2.32,lightle,77.0,1.31,0
40066,4.96,89.28,1129,2.92,espey,77.0,0.0,0
69384,0.5,95.58,1786,2.74,kivett,77.0,0.56,0
55759,5.24,90.69,1891,2.12,harrill,77.0,0.0,0
144956,0.47,96.66,2756,1.09,whisman,77.0,0.58,0
79864,23.79,71.82,2640,1.63,lollis,77.0,0.0,0
87504,11.16,83.92,1219,1.72,mckamey,77.0,0.0,0
62973,18.44,77.06,1914,1.93,irick,77.0,1.05,0
47691,10.02,84.65,1557,2.18,gazaway,77.0,1.6100000000000000,0
23184,1.64,87.36,1464,8.54,chason,77.0,1.43,0
11518,0.0,93.66,1403,2.92,bevers,77.0,1.0,0
72779,1.84,94.42,1899,1.84,krout,78.0,0.0,0
98934,0.0,92.99,1113,4.85,onstott,78.0,0.81,0
21788,1.66,92.19,2227,2.65,cassity,78.0,1.84,0
92473,0.8,95.82,2512,1.43,morelock,78.0,0.84,0
122645,42.51,51.55,1416,2.26,shellman,78.0,0.0,0
146712,0.0,92.55,1650,1.88,wolfgram,78.0,4.0,0
30166,24.43,69.27,1318,2.12,daughtery,78.0,1.37,0
17914,2.06,95.05,1213,1.4,bucholtz,78.0,0.9000000000000000,0
63273,2.06,92.99,1896,1.74,ivester,78.0,1.48,0
33320,0.66,94.56,1067,3.47,dewitte,78.0,0.66,0
132846,5.94,86.32,1228,3.18,tatom,78.0,1.95,0
70021,0.0,94.86,1051,1.71,kluth,78.0,0.57,0
26502,14.56,75.46,1683,7.37,coplin,78.0,0.0,0
121922,0.0,93.87,1093,3.39,sevy,78.0,0.55,0
108827,0.0,93.65,1134,2.29,ragle,78.0,1.06,0
22214,0.53,93.5,1139,1.67,caverly,78.0,2.7200000000000000,0
133521,0.0,94.18,1202,1.58,terpening,78.0,0.83,0
42803,32.47,60.96,2359,2.67,fikes,78.0,0.64,0
139348,2.06,92.14,1845,2.22,vandoren,79.0,1.25,0
139201,0.0,96.0,1274,1.88,vandermeulen,79.0,0.0,0
11547,0.0,91.57,1151,2.69,beydoun,79.0,0.43,0
51141,6.23,84.17,1219,5.09,gotcher,79.0,2.13,0
24790,0.0,95.31,1449,2.48,ciulla,79.0,0.0,0
108464,0.48,94.02,2693,1.67,rabideau,79.0,2.26,0
86513,19.5,75.55,1313,1.75,mccane,79.0,0.0,0
26714,0.0,94.91,1433,1.26,corl,79.0,0.56,0
91155,0.53,95.13,1891,1.48,mitzel,79.0,1.8,0
75943,0.0,97.19,1565,1.41,latshaw,79.0,0.51,0
124356,8.93,87.06,2913,1.48,singley,79.0,1.13,0
145231,0.56,96.19,2491,1.61,wickline,79.0,0.0,0
16894,9.03,85.07,2203,1.77,brissette,79.0,2.18,0
121981,0.0,96.63,1127,2.66,sgroi,80.0,0.0,0
60964,1.53,94.89,1566,2.36,housel,80.0,0.0,0
2499,0.52,96.05,1343,1.12,aldinger,80.0,0.97,0
9496,12.16,84.84,1702,1.18,becnel,80.0,0.0,0
104480,0.48,98.0,1252,0.88,pietras,80.0,0.0,0
72252,0.57,95.37,1232,2.03,kravetz,80.0,0.81,0
110225,1.14,96.86,1051,1.43,rebholz,80.0,0.0,0
50166,0.0,97.12,1111,0.99,goeke,80.0,0.0,0
144126,0.0,96.77,1824,1.21,weishaar,80.0,0.49,0
22911,4.06,89.07,2882,4.02,chambless,80.0,1.01,0
142765,0.0,93.12,1178,2.63,walck,80.0,1.1,0
9609,0.57,96.87,1755,1.65,beegle,80.0,0.0,0
146292,1.78,92.31,1352,3.03,wishon,80.0,1.48,0
30168,16.21,79.74,1308,2.68,daughtrey,80.0,0.0,0
35019,3.94,83.81,1143,0.0,dollarhide,80.0,4.02,0
81609,13.65,80.32,1245,2.89,lyerly,81.0,0.0,0
128961,32.6,61.33,1267,2.05,stiger,81.0,0.0,0
106181,0.37,93.41,1335,1.57,popejoy,81.0,2.4,0
12909,4.82,89.23,1597,1.63,blankinship,81.0,2.44,0
71098,0.0,96.48,1108,1.53,konkol,81.0,0.81,0
64022,3.66,90.61,2077,2.31,jarnagin,81.0,1.83,0
114592,16.94,77.66,1222,2.13,rowsey,81.0,1.5600000000000000,0
59500,12.97,82.86,1342,1.64,hocutt,81.0,0.0,0
13755,2.58,93.67,1976,1.37,boelter,81.0,1.06,0
84480,0.0,90.44,1360,5.22,maricle,81.0,1.62,0
60771,15.03,81.31,1643,1.52,hosch,81.0,0.3,0
35109,1.8,93.76,1169,1.88,domer,81.0,1.45,0
27699,0.0,94.4,1286,2.41,creger,81.0,1.01,0
87193,12.25,80.25,1053,2.09,mcgarrah,81.0,1.9900000000000000,0
14260,0.0,95.59,1586,1.51,bomberger,81.0,0.88,0
104854,0.0,94.57,1105,2.99,pipitone,81.0,0.54,0
13323,0.0,96.68,1656,0.91,blubaugh,81.0,0.91,0
145343,0.0,93.54,1114,3.95,wiederhold,81.0,0.72,0
32817,0.57,84.81,1053,11.87,desena,82.0,1.71,0
63196,0.0,96.2,1841,1.41,istre,82.0,0.71,0
139452,0.73,94.97,1771,2.6,vangorder,82.0,0.0,0
16976,0.32,92.31,1898,5.11,brocato,82.0,0.9400000000000000,0
27666,0.0,97.98,1287,0.93,credeur,82.0,0.39,0
68606,0.75,93.99,1597,1.13,kifer,82.0,2.06,0
37851,0.0,95.96,2379,2.1,eckenrode,82.0,0.5,0
54304,4.36,91.01,1123,2.67,hafley,82.0,0.0,0
142811,4.33,91.1,1662,2.17,waldrip,82.0,1.02,0
99931,30.69,64.53,1401,2.0,outten,82.0,0.0,0
49923,30.52,65.07,1042,1.34,glosson,82.0,0.0,0
87786,26.05,70.11,1666,1.26,mcmeans,82.0,0.0,0
87136,6.08,89.97,2433,1.36,mcfalls,82.0,0.83,0
68072,0.0,96.4,2721,1.36,kerstetter,82.0,0.59,0
26528,0.47,93.89,2112,2.7,copple,82.0,1.23,0
2544,0.0,93.92,1465,3.21,alongi,82.0,1.02,0
25130,1.67,91.59,1736,3.05,climer,82.0,1.6100000000000000,0
60634,0.0,95.84,1033,1.26,horine,83.0,1.74,0
14912,1.31,92.54,1301,3.61,borror,83.0,1.08,0
27703,0.0,89.24,1180,6.78,crego,83.0,0.85,0
23354,5.57,83.84,1956,2.15,cheatwood,83.0,4.35,0
86907,1.58,94.42,1200,1.5,mccubbins,83.0,0.0,0
16937,1.64,92.45,1894,3.17,brizendine,83.0,1.1600000000000000,0
14528,0.0,95.52,1094,2.56,bonura,83.0,0.0,0
58243,0.0,98.86,1233,0.0,herschberger,83.0,0.0,0
146019,0.0,97.33,1161,1.29,winegardner,83.0,0.0,0
124543,0.0,91.75,1261,2.06,sisemore,83.0,2.62,0
44553,0.41,94.7,1716,1.22,fralick,83.0,1.05,0
138448,10.77,85.23,1848,1.57,usry,83.0,1.03,0
30615,0.0,95.02,1084,2.86,debonis,83.0,1.01,0
34866,0.0,95.55,1280,1.88,doerfler,83.0,1.72,0
86738,6.73,87.16,1589,2.01,mccollom,83.0,1.64,0
131756,0.0,96.07,2036,1.77,szczepanski,83.0,0.39,0
133668,0.0,97.53,1455,1.51,tessmer,83.0,0.0,0
50608,0.0,96.17,1122,2.14,gondek,83.0,0.53,0
128959,20.09,74.42,2369,1.6,stigall,83.0,0.71,0
5031,1.67,88.83,1021,0.98,asbill,83.0,6.470000000000000,0
108491,0.0,92.19,1281,2.42,raborn,83.0,2.73,0
33272,0.63,97.81,1280,0.78,dewall,84.0,0.39,0
112951,6.67,84.92,1154,4.77,robnett,84.0,1.13,0
17707,0.0,95.75,1011,1.48,bruso,84.0,0.69,0
2902,2.76,92.13,1016,2.17,amason,84.0,0.0,0
74054,25.82,69.88,1069,1.78,labossiere,84.0,0.0,0
35271,0.0,94.81,1041,2.11,donham,84.0,0.67,0
32393,0.0,93.17,1127,3.73,denzer,84.0,0.71,0
115678,0.0,94.17,2024,3.66,saathoff,84.0,0.54,0
59731,1.72,93.92,2038,1.91,hoffpauir,84.0,0.0,0
135597,0.7,94.93,1144,1.22,torbett,84.0,1.6600000000000000,0
129109,0.0,95.57,1940,1.44,stiver,84.0,0.72,0
86129,4.05,88.57,1531,2.74,mayhall,84.0,2.2200000000000000,0
148379,0.0,96.03,1361,1.1,younts,84.0,0.73,0
142934,3.52,90.89,2162,1.94,wallick,84.0,2.13,0
129042,10.24,81.51,2325,5.72,stines,84.0,0.9100000000000000,0
148247,1.79,93.8,2064,1.74,yonker,84.0,1.07,0
109627,0.0,94.02,1220,3.2,rardin,84.0,0.66,0
43816,0.0,93.91,1002,3.49,foglesong,84.0,1.2,0
1338,0.0,93.89,1063,3.1,ahrendt,84.0,1.03,0
13982,2.57,91.24,1244,4.9,bohon,84.0,0.0,0
86356,0.38,94.36,1579,2.66,mcalexander,85.0,1.27,0
143409,0.0,96.61,1416,1.84,wasik,85.0,1.2000000000000000,0
35199,5.12,91.08,1289,1.47,donahoo,85.0,0.0,0
75746,0.0,96.06,1626,1.41,lashbrook,85.0,0.37,0
59930,4.25,93.28,1413,0.92,holbrooks,85.0,0.0,0
27853,0.72,91.27,1386,5.34,crisci,85.0,0.72,0
40480,0.0,94.14,1144,2.71,ewalt,85.0,0.79,0
74357,2.37,93.53,1562,2.5,laferriere,85.0,0.0,0
141039,0.0,94.23,1057,2.55,viar,85.0,1.14,0
86912,4.6,88.59,1849,2.22,mccuen,85.0,0.0,0
61924,0.0,95.4,1587,2.21,huseman,85.0,0.88,0
75355,0.0,93.45,1099,1.36,lantrip,85.0,1.73,0
149066,0.0,97.76,1249,1.28,zartman,85.0,0.0,0
60173,0.56,96.46,1074,0.0,holsclaw,85.0,0.65,0
89286,9.0,85.1,1966,2.49,merideth,85.0,1.37,0
27009,8.08,85.77,2474,2.34,cosper,85.0,1.42,0
42866,0.36,93.36,1401,5.07,filippone,85.0,0.5,0
67960,1.11,95.8,1356,2.51,kepple,85.0,0.37,0
37675,40.57,55.03,1183,2.62,eatman,85.0,0.0,0
87032,0.58,94.05,1026,2.14,mcduffee,86.0,1.56,0
35483,19.78,72.86,1835,2.13,dority,86.0,0.0,0
107584,0.0,96.24,1251,1.76,puetz,86.0,0.48,0
19671,24.48,69.95,1491,1.81,caffee,86.0,0.0,0
107292,8.56,87.27,1437,1.67,propes,86.0,0.0,0
139182,0.0,94.18,1752,2.85,vanderlaan,86.0,0.4,0
120670,33.72,60.03,1391,2.16,seamster,86.0,1.08,0
45713,5.62,90.73,2793,1.68,fults,86.0,1.0700000000000000,0
142617,0.0,90.63,2050,3.46,wagnon,86.0,2.98,0
91276,7.64,89.13,1113,1.53,moates,86.0,0.0,0
87460,0.0,95.03,1268,2.52,mcilvain,86.0,0.79,0
34321,0.0,94.52,1879,3.62,dipaola,86.0,0.43,0
103570,7.79,85.06,2684,3.35,petitt,86.0,1.35,0
144920,1.5,94.2,2536,1.38,whetzel,86.0,0.0,0
21693,2.22,92.26,2159,2.45,casler,86.0,1.62,0
139764,0.72,93.35,1533,2.74,vanscoy,87.0,1.57,0
146013,0.0,94.82,1756,1.59,winebrenner,87.0,0.8,0
27586,0.0,92.19,1665,1.86,crase,87.0,2.52,0
60226,1.23,94.2,2035,2.11,holtman,87.0,0.74,0
44429,13.18,80.2,1525,2.69,fouse,87.0,1.25,0
72541,1.77,93.41,2093,1.72,kriner,87.0,1.24,0
5029,9.59,85.57,1836,2.07,asbell,87.0,1.1400000000000000,0
27093,1.71,94.5,1691,1.36,cothren,87.0,0.95,0
42290,29.1,64.58,1725,2.26,fergerson,87.0,0.0,0
35973,41.13,54.94,2186,1.19,draughn,87.0,0.6900000000000000,0
2506,0.44,94.54,1594,2.13,aleshire,87.0,0.0,0
24986,1.98,94.56,2170,2.07,claycomb,87.0,0.0,0
61878,0.82,92.82,1463,3.08,hursh,87.0,1.1600000000000000,0
69543,0.0,94.41,1323,2.19,klawitter,87.0,0.98,0
86233,0.0,97.24,1123,1.34,maziarz,87.0,0.0,0
49428,0.0,96.24,1754,1.82,gipe,87.0,0.51,0
58670,0.0,95.75,1342,2.01,hieb,87.0,0.75,0
125211,0.0,95.85,1301,2.08,slinkard,87.0,0.92,0
12413,0.0,96.66,1526,1.05,birkholz,87.0,1.1800000000000000,0
49911,4.82,89.32,1142,2.71,glore,87.0,0.0,0
43311,0.0,95.99,1122,1.78,flaig,87.0,0.71,0
138330,0.5,96.51,1205,1.74,urick,87.0,0.58,0
70090,0.0,95.75,1154,0.87,knauff,87.0,1.21,0
123057,0.95,96.71,1368,0.95,shirah,88.0,0.37,0
53578,7.73,86.53,2264,2.65,gunnels,88.0,1.1100000000000000,0
129341,6.6,91.23,1015,0.0,stollings,88.0,0.0,0
77655,0.65,96.3,2295,1.26,lepley,88.0,0.0,0
129001,0.69,95.1,1307,1.99,stillwagon,88.0,0.0,0
57508,0.0,95.17,1491,2.82,helzer,88.0,0.6,0
2097,0.39,93.0,2556,3.17,alldredge,88.0,1.1,0
72450,0.0,95.8,1095,1.1,kretzer,88.0,1.19,0
58971,5.15,88.52,1185,2.78,hilyard,88.0,1.43,0
105334,0.0,95.48,2324,1.51,plemmons,88.0,1.29,0
99669,0.51,96.5,1772,2.03,ostendorf,88.0,0.0,0
134958,0.0,95.9,1146,0.61,tjaden,88.0,1.31,0
35610,0.32,95.28,1567,1.66,dosch,88.0,1.53,0
146859,6.24,88.61,1185,1.35,wommack,88.0,0.0,0
75880,4.88,91.4,1046,1.15,lathem,88.0,0.0,0
8963,0.0,95.0,1019,2.16,baumert,88.0,0.88,0
31951,0.31,95.52,1918,2.66,demasi,88.0,0.63,0
134234,3.93,90.79,1042,2.3,thornell,88.0,1.44,0
142883,0.0,97.14,1153,0.87,walko,88.0,0.95,0
31089,0.0,92.94,1756,5.01,degregorio,88.0,0.57,0
87915,0.99,94.77,1721,1.86,mcnett,88.0,1.0500000000000000,0
48518,0.0,94.74,1255,1.91,geske,89.0,1.04,0
88012,1.38,94.2,2035,1.13,mcquillen,89.0,1.6200000000000000,0
103995,8.18,86.74,1418,2.75,pharris,89.0,0.9100000000000000,0
102482,11.75,79.73,1396,5.66,peets,89.0,0.9300000000000000,0
100012,0.0,93.84,2208,2.13,overturf,89.0,1.54,0
88487,0.0,93.95,1025,4.29,mehling,89.0,0.0,0
72493,0.0,97.72,1533,0.65,kriebel,89.0,0.33,0
129020,0.0,96.73,1222,1.96,stimmel,89.0,0.65,0
31093,8.13,72.72,2669,4.23,degroat,89.0,8.17,0
105574,0.0,96.57,1136,2.38,podgorski,89.0,0.0,0
30953,6.06,89.7,1320,2.05,defoor,89.0,0.0,0
65121,0.0,96.89,2023,1.19,jozwiak,89.0,0.64,0
42542,0.25,95.71,2005,1.1,fettig,89.0,1.8,0
119574,0.0,94.99,2136,2.39,schoenberger,89.0,0.51,0
33958,0.24,92.64,2120,2.92,dilbeck,89.0,1.7000000000000000,0
61363,0.0,95.73,1662,1.62,hudock,89.0,0.78,0
84836,0.0,95.15,1052,1.81,marsee,89.0,0.48,0
43916,10.04,86.33,2260,1.86,folse,89.0,0.5800000000000000,0
134504,0.0,93.31,1285,2.26,tiedeman,89.0,2.41,0
22109,0.0,95.09,1425,2.53,cauble,89.0,0.56,0
61501,7.11,88.34,1055,2.46,huggard,89.0,0.0,0
60025,4.02,89.95,1045,1.63,hollan,89.0,2.87,0
27550,0.6,94.39,1337,1.57,craner,89.0,1.35,0
113441,0.0,96.27,1232,1.62,rohlfing,89.0,0.0,0
137491,0.0,94.41,1753,1.88,turpen,90.0,0.8,0
92267,0.25,94.8,2770,2.71,mooneyham,90.0,0.9400000000000000,0
27277,0.48,94.38,1868,2.57,cousino,90.0,0.9100000000000000,0
86854,3.48,92.9,1409,1.49,mccranie,90.0,0.0,0
87905,0.0,96.54,1301,1.61,mcnelis,90.0,0.46,0
86915,0.48,89.42,1040,5.29,mccuistion,90.0,2.6,0
82814,0.0,94.62,1060,3.21,maiorana,90.0,0.75,0
118838,0.0,96.62,1184,1.44,schewe,90.0,0.51,0
14683,1.98,90.91,1012,1.88,bordeau,90.0,3.06,0
124939,0.0,92.86,1204,3.41,skow,90.0,2.24,0
19137,0.37,94.58,1365,2.2,bussiere,90.0,1.4,0
101377,6.99,86.97,2103,2.23,parkerson,90.0,1.95,0
129712,1.31,95.93,2286,1.36,stratman,90.0,0.0,0
67648,1.49,92.9,1212,3.3,kellison,90.0,0.0,0
130783,2.68,91.82,1382,2.53,summerford,90.0,0.0,0
45531,0.56,94.29,1419,3.59,fucci,90.0,0.0,0
76571,3.5,85.81,1170,4.7,leard,91.0,3.84,0
110336,0.0,92.44,1045,2.78,reddell,91.0,1.72,0
11689,0.0,96.34,1120,1.88,bialek,91.0,0.45,0
144752,0.76,93.81,2101,2.14,wetherington,91.0,1.42,0
36677,19.03,77.97,1135,1.23,duhe,91.0,0.0,0
131343,4.31,88.1,1672,2.63,swearengin,91.0,2.04,0
53330,0.7,95.21,1419,2.33,guilmette,91.0,0.0,0
15986,3.47,90.93,1412,1.84,brandow,91.0,1.2,0
142719,1.95,91.2,1079,2.78,wakeland,91.0,1.85,0
38861,1.66,95.14,2286,1.09,ellenburg,91.0,1.05,0
35426,0.0,94.85,2408,2.74,dorazio,91.0,0.71,0
105152,0.0,95.06,1133,2.29,placek,91.0,0.62,0
140686,21.29,71.1,1287,3.34,vercher,91.0,0.0,0
126344,2.94,91.19,1022,3.23,sopher,91.0,0.59,0
33655,5.64,86.87,2003,3.69,dicus,91.0,1.25,0
48574,0.54,96.53,1471,2.11,gettinger,91.0,0.0,0
74338,0.0,95.04,1269,2.84,lafata,91.0,0.47,0
17635,0.0,95.67,1386,1.73,brungardt,91.0,1.08,0
62152,35.55,55.63,1066,2.35,hynson,92.0,0.0,0
27159,1.73,92.39,1788,1.62,couey,92.0,2.4000000000000000,0
109706,0.0,97.14,1401,1.5,rasnick,92.0,0.43,0
122961,0.0,96.18,1388,1.59,shimko,92.0,0.65,0
30970,0.34,92.18,2633,6.34,defrancisco,92.0,0.46,0
35987,4.27,90.09,1382,2.82,drayer,92.0,0.0,0
51427,27.45,67.49,1461,1.85,graddy,92.0,1.23,0
129408,0.0,97.04,1012,2.08,stonesifer,92.0,0.0,0
45704,11.59,83.28,1657,1.75,fulp,92.0,0.0,0
42225,0.24,96.76,2069,1.35,fenstermaker,92.0,0.53,0
134210,0.33,94.87,2397,2.04,thoreson,92.0,1.09,0
122455,2.07,93.52,2656,2.07,shawver,92.0,0.87,0
119914,0.0,96.27,1822,0.99,schrum,92.0,0.66,0
61633,0.53,93.06,1901,4.26,huls,92.0,1.31,0
37648,13.31,82.97,1991,1.86,easterwood,92.0,0.8,0
127672,0.24,92.21,2119,3.49,stalcup,92.0,2.27,0
38343,0.0,96.51,1488,1.88,eichman,92.0,0.87,0
96432,1.36,93.93,1697,1.83,nilles,92.0,1.53,0
28465,0.0,93.18,1099,3.46,cudney,92.0,0.73,0
117354,0.0,94.05,1395,3.08,santore,92.0,0.5,0
128325,0.0,97.15,1019,1.47,stefaniak,92.0,0.0,0
108368,0.0,93.84,1056,2.75,quiring,93.0,1.14,0
37402,6.54,87.79,2170,2.26,dycus,93.0,1.2,0
28898,0.19,95.93,2632,1.48,cutshall,93.0,1.21,0
126891,0.0,93.92,1825,2.41,speegle,93.0,0.82,0
112119,0.0,94.8,1442,3.12,rieman,93.0,0.55,0
7339,0.0,93.94,1288,4.43,balzano,93.0,0.39,0
102940,0.62,95.99,1772,1.19,penwell,93.0,0.8400000000000000,0
127160,8.87,60.69,1758,26.62,spiva,93.0,1.48,0
91541,1.7,95.24,1766,1.87,mohney,93.0,0.0,0
51878,35.08,61.27,1371,1.53,grear,93.0,0.0,0
31246,4.43,91.78,1265,1.42,dejonge,93.0,0.0,0
21310,0.0,90.11,1173,4.86,carpino,93.0,2.47,0
99968,6.96,88.88,2688,1.6,overbey,93.0,1.12,0
73149,0.0,94.22,1246,2.41,kuehner,93.0,0.96,0
10224,8.23,86.6,1470,2.04,belue,93.0,2.38,0
149641,0.0,94.37,1315,2.43,ziebell,93.0,0.91,0
121013,10.71,84.32,1429,3.64,segrest,93.0,0.63,0
113339,0.0,95.72,1076,2.42,roettger,93.0,0.56,0
24751,2.42,94.12,2023,1.83,cissell,93.0,0.0,0
26436,2.18,93.07,1284,1.71,coonce,93.0,1.48,0
91714,10.4,83.07,1654,3.39,mollett,94.0,1.8800000000000000,0
112500,0.63,94.17,1270,1.73,rippel,94.0,1.81,0
97324,5.9,90.56,2659,0.94,nuckols,94.0,0.75,0
87887,5.47,90.02,1262,1.43,mcneel,94.0,1.27,0
92705,21.81,73.58,1041,1.83,morrisette,94.0,1.44,0
126649,1.17,95.34,1716,1.86,sowders,94.0,0.0,0
150199,0.43,94.55,1155,1.73,zuehlke,94.0,1.47,0
35821,0.91,94.41,1878,1.49,downard,94.0,1.12,0
2620,1.16,94.36,1632,2.57,alspaugh,94.0,0.9200000000000000,0
101988,0.0,94.95,1069,0.94,patzer,94.0,1.78,0
33607,0.79,96.84,1265,1.34,dickert,94.0,0.0,0
128872,0.4,91.0,2721,3.9,stice,94.0,2.3200000000000000,0
54973,4.37,88.05,1557,1.09,hammitt,94.0,3.08,0
10380,0.78,94.11,1784,2.63,benefiel,94.0,0.9500000000000000,0
34629,0.0,94.41,1736,3.17,divito,94.0,0.69,0
119575,0.0,91.97,1283,0.86,schoenborn,94.0,5.46,0
32190,0.0,92.31,1560,3.21,denault,94.0,0.96,0
98180,5.99,89.25,1135,2.29,ogles,94.0,0.0,0
25134,1.74,95.5,1844,1.41,clinard,94.0,0.0,0
25020,0.62,95.47,1611,1.3,cleek,95.0,1.17,0
135241,2.67,93.01,2319,1.16,tollison,95.0,1.94,0
16068,1.91,91.24,2878,3.02,branum,95.0,2.02,0
38378,0.0,97.14,1190,1.26,eiden,95.0,0.76,0
57657,0.0,96.42,1062,0.0,hendrixson,95.0,0.85,0
146949,0.34,94.75,1466,2.59,woodmansee,95.0,1.1600000000000000,0
2364,0.0,96.66,1017,1.08,allgeier,95.0,0.0,0
4052,10.73,82.2,2096,4.1,arant,95.0,1.24,0
103286,0.0,53.63,2398,16.35,perreira,95.0,9.22,0
91066,18.76,78.04,1125,1.78,mitchener,95.0,0.0,0
146857,0.0,96.91,1166,1.29,womer,95.0,0.0,0
139837,0.0,94.13,1090,2.48,vantine,95.0,0.92,0
126349,0.0,96.8,1782,1.52,sopko,95.0,0.45,0
129794,6.44,89.33,1940,1.49,streetman,95.0,0.88,0
15279,41.83,54.02,1494,1.81,bouknight,95.0,0.0,0
69362,0.35,95.66,1707,2.28,kittleson,95.0,1.1100000000000000,0
104704,1.67,92.83,1199,2.5,pinegar,95.0,1.08,0
117927,1.45,94.47,1862,1.77,savell,95.0,0.0,0
111178,0.0,95.76,2715,1.47,renninger,95.0,0.55,0
117219,28.14,68.44,1201,1.17,sansbury,96.0,0.0,0
111922,0.47,96.62,1273,1.49,ricke,96.0,0.0,0
44743,0.93,93.13,1296,2.39,frase,96.0,1.54,0
87054,0.54,95.53,2237,1.83,mcelfresh,96.0,0.9400000000000000,0
60218,0.0,97.5,2644,1.51,holthaus,96.0,0.23,0
39163,0.95,94.81,1889,1.22,emert,96.0,1.27,0
77851,0.0,95.15,1319,2.58,leszczynski,96.0,0.68,0
132652,0.0,94.32,2079,2.6,tardiff,96.0,0.67,0
86603,25.32,70.45,1110,1.44,mcclaine,96.0,0.0,0
75445,0.0,97.27,2237,1.43,lapinski,96.0,0.36,0
73079,0.0,96.42,1925,2.18,kuchta,96.0,0.47,0
8745,0.78,94.91,1022,1.27,batdorf,96.0,0.0,0
132842,7.44,87.29,2864,2.55,tatman,96.0,1.4300000000000000,0
16798,3.08,92.39,1590,0.94,brimer,96.0,1.58,0
13197,0.0,94.48,1396,3.08,bliven,96.0,0.64,0
125395,30.21,66.25,1046,1.24,smarr,96.0,0.0,0
137225,0.79,92.68,1011,1.48,tuley,96.0,2.4700000000000000,0
49315,0.0,95.93,1743,1.72,ginder,96.0,0.8,0
28836,0.0,91.24,1130,5.4,cusimano,96.0,1.33,0
13951,0.0,96.12,1288,1.71,bohlman,96.0,0.47,0
24028,0.0,98.11,1004,0.5,choiniere,96.0,0.0,0
57479,0.0,92.95,1376,2.83,helsley,96.0,1.09,0
117430,0.0,94.35,1452,3.51,saporito,96.0,0.62,0
121826,0.25,95.2,1980,1.92,setser,96.0,1.01,0
81157,0.0,95.21,1629,2.58,lukasik,96.0,0.31,0
28883,0.34,96.3,2974,1.14,cutlip,96.0,0.6700000000000000,0
148020,1.09,93.42,2659,1.77,yelton,97.0,1.58,0
111880,19.3,74.24,2368,2.07,richerson,97.0,2.91,0
97098,0.0,82.68,1374,12.15,nosal,97.0,2.69,0
56714,0.0,97.85,1115,0.99,heatwole,97.0,0.0,0
92241,0.73,93.74,1501,3.4,montz,97.0,0.0,0
70318,0.0,96.74,1594,1.13,knupp,97.0,1.07,0
48575,4.11,92.26,1266,1.97,gettings,97.0,0.0,0
103755,6.08,88.86,1562,1.54,pettey,97.0,1.73,0
86474,38.4,54.89,1534,3.46,mccalister,97.0,0.0,0
77028,0.0,93.39,1119,3.4,lehew,97.0,0.98,0
145514,6.42,89.32,1432,1.68,wigington,97.0,0.0,0
57633,0.57,95.56,1238,2.26,hendershott,97.0,0.0,0
49774,40.63,55.01,2205,1.27,gleaton,97.0,1.04,0
123205,0.0,95.95,1209,1.99,shonk,97.0,0.58,0
13701,0.0,97.16,1231,0.73,boeckman,97.0,0.73,0
87868,7.94,85.43,2807,2.89,mcnatt,97.0,1.75,0
123357,0.0,95.91,1979,1.67,shrout,98.0,0.71,0
145352,0.49,95.38,1017,2.16,wiedman,98.0,0.0,0
69567,0.44,95.98,2713,1.4,kleckner,98.0,0.7,0
26510,24.92,67.83,2207,3.17,coppedge,98.0,1.95,0
111027,2.43,93.17,1567,1.47,remley,98.0,0.0,0
57845,0.0,96.8,1593,1.26,hentges,98.0,0.56,0
28766,22.86,73.92,1925,0.99,currence,98.0,0.0,0
135165,0.0,97.77,1392,1.51,tokarz,98.0,0.0,0
136060,15.51,77.31,2212,2.76,tramel,98.0,2.22,0
34587,0.0,95.54,1257,3.02,ditullio,99.0,0.0,0
113591,14.58,80.31,1605,1.31,rollison,99.0,1.4300000000000000,0
144995,0.87,76.67,1603,1.31,whitehair,99.0,19.96,0
146659,0.54,94.6,1667,2.46,wolak,99.0,1.02,0
25538,1.73,91.64,2776,3.75,cogar,99.0,1.26,0
62929,0.0,94.39,1301,4.38,iovino,99.0,0.38,0
80888,0.0,93.7,1380,2.17,lucente,99.0,2.83,0
35852,5.68,76.11,1691,14.43,doyal,99.0,1.71,0
39009,8.06,86.98,1452,1.93,elsberry,99.0,1.1,0
56701,0.0,93.52,1111,1.35,heathcock,99.0,1.53,0
40183,0.0,95.3,1150,2.09,esterline,99.0,0.78,0
138460,0.0,97.06,1022,0.98,utecht,99.0,0.59,0
2496,0.68,96.32,1168,1.54,alderfer,99.0,0.43,0
51741,40.85,52.04,1251,3.68,grasty,99.0,0.0,0
