,PCTBLACK,PCTWHITE,COUNT,PCTHISPANIC,surname,frequency,PCTASIAN,others
36325,0.0,11.81,576,4.86,dsilva,11.0,76.22,0
66657,0.0,2.22,225,0.0,karnati,11.0,97.78,0
68808,0.0,0.0,117,0.0,kimlee,11.0,95.73,0
82371,0.0,11.65,266,8.27,mafnas,11.0,64.29,0
60361,0.0,4.08,147,0.0,homsombath,11.0,91.16,0
4891,0.0,5.22,115,0.0,artates,11.0,74.78,0
100321,0.0,4.14,145,0.0,padlan,11.0,93.79,0
125909,0.0,2.11,332,3.01,soeung,11.0,91.27,0
18139,0.0,0.0,171,12.28,buenconsejo,11.0,75.44,0
60804,20.46,4.59,523,3.06,hoskie,11.0,70.36,0
6904,0.0,6.59,258,10.85,baladad,11.0,74.81,0
19484,0.0,4.21,214,8.88,cabanero,11.0,82.24,0
41571,0.0,0.0,133,9.02,faumui,11.0,68.42,0
104127,0.0,0.0,116,0.0,phommathep,11.0,92.24,0
71016,0.0,0.0,133,0.0,kompella,11.0,97.74,0
940,0.0,5.0,120,5.83,agbuya,11.0,87.5,0
19177,0.0,2.19,274,2.92,butay,11.0,90.15,0
97604,0.0,5.21,192,9.9,oandasan,11.0,64.06,0
81784,0.0,5.99,167,0.0,macalalad,11.0,89.82,0
76431,0.0,3.41,176,3.41,layugan,11.0,89.77,0
112287,0.0,0.0,112,0.0,riklon,11.0,97.32,0
12526,14.16,9.73,113,19.47,bishun,11.0,52.21,0
4351,0.0,7.14,140,0.0,arcinas,11.0,86.43,0
23536,0.0,4.35,138,0.0,cheruku,11.0,89.86,0
47036,0.0,25.62,121,7.44,gardipe,11.0,57.85,0
109260,19.6,12.41,403,3.72,ramlall,11.0,57.82,0
11236,0.0,0.0,123,7.32,bertulfo,11.0,81.3,0
117974,0.0,7.6,171,8.77,savla,11.0,80.7,0
96741,0.0,10.86,175,2.86,nofire,12.0,79.43,0
7322,0.0,0.0,115,0.0,balusu,12.0,95.65,0
46822,0.0,6.29,286,8.04,gapasin,12.0,80.77,0
48815,0.0,0.0,111,0.0,gianan,12.0,99.1,0
20868,0.0,6.04,182,4.4,caragan,12.0,86.26,0
23411,0.0,0.0,158,0.0,chekuri,12.0,95.57,0
95610,0.0,0.0,135,0.0,nerona,12.0,93.33,0
74234,0.0,0.0,240,7.08,lacsina,12.0,87.08,0
46234,0.0,0.0,127,0.0,gajmer,12.0,96.85,0
8878,0.0,0.0,178,0.0,battula,12.0,98.88,0
23669,0.0,0.0,184,3.8,chhoeung,12.0,92.39,0
109252,14.89,4.26,141,4.96,ramkhelawan,12.0,54.61,0
40508,0.0,0.0,131,0.0,exconde,12.0,90.08,0
65823,0.0,3.16,190,8.95,kahalewai,12.0,50.53,0
141451,0.0,15.73,178,5.62,villebrun,12.0,71.35,0
51081,0.0,0.0,269,2.6,goseyun,12.0,95.54,0
6910,0.0,7.47,388,6.19,balagot,12.0,77.06,0
45757,0.0,4.02,224,2.23,funmaker,12.0,83.04,0
71856,0.0,0.0,134,0.0,kousar,12.0,94.78,0
140389,0.0,5.6,125,0.0,velaga,12.0,88.8,0
19812,0.0,3.64,302,4.64,calara,12.0,88.41,0
147637,0.0,4.03,124,6.45,yallup,12.0,87.9,0
79259,0.0,4.05,222,0.0,littledog,12.0,93.69,0
40157,0.0,0.0,114,4.39,estaris,12.0,88.6,0
65326,0.0,4.13,121,4.96,junsay,12.0,84.3,0
53428,0.0,33.58,137,0.0,guliani,12.0,60.58,0
66095,0.0,0.0,173,0.0,kameroff,12.0,90.75,0
78712,0.0,0.0,128,0.0,limpin,12.0,88.28,0
97996,0.0,0.0,142,0.0,odulio,12.0,93.66,0
53271,0.0,5.98,351,8.83,guieb,12.0,78.63,0
12375,0.0,0.0,110,4.55,birdshead,12.0,82.73,0
19564,0.0,0.0,125,0.0,cabuhat,12.0,91.2,0
92029,0.0,0.0,121,0.0,monsalud,12.0,91.74,0
62697,0.0,5.58,215,5.58,inciong,12.0,73.95,0
83759,0.0,4.07,123,0.0,manimtim,12.0,89.43,0
99464,0.0,0.0,133,0.0,oruganti,12.0,97.74,0
107701,0.0,15.91,176,0.0,pulmano,12.0,75.57,0
135824,0.0,0.0,115,4.35,totanes,12.0,89.57,0
106467,0.0,16.74,215,4.65,postoak,12.0,66.05,0
100062,0.0,3.86,311,0.0,owyang,12.0,91.32,0
101858,0.0,0.0,379,0.0,pathammavong,12.0,94.46,0
137261,0.0,4.76,210,0.0,tumaneng,12.0,88.1,0
104104,0.0,2.95,441,0.0,phimmasone,12.0,92.52,0
19474,0.0,7.51,213,18.31,cabalo,12.0,68.08,0
93294,0.0,0.0,141,0.0,mudunuri,12.0,92.91,0
101863,0.0,0.0,192,0.0,patibandla,12.0,100.0,0
37551,0.0,7.89,114,4.39,eaglestar,12.0,83.33,0
135541,0.0,11.59,138,7.97,topasna,12.0,70.29,0
74942,0.0,0.0,169,0.0,lamug,12.0,86.98,0
14410,0.0,2.26,221,0.0,bongolan,12.0,86.43,0
94361,0.0,0.0,132,0.0,nacpil,12.0,95.45,0
7118,0.0,6.41,156,0.0,balisi,12.0,90.38,0
108848,0.0,3.45,203,15.27,ragudo,12.0,63.05,0
145033,0.0,7.32,123,8.94,whiteshield,12.0,79.67,0
19698,0.0,8.47,189,4.76,caguiat,12.0,84.66,0
60724,0.0,0.0,118,10.17,horsechief,12.0,78.81,0
37826,0.0,10.04,269,3.35,echon,12.0,83.64,0
26697,0.0,4.43,519,23.31,coriz,12.0,70.71,0
140042,0.0,11.43,175,32.57,varquez,12.0,53.71,0
78234,0.0,6.21,177,12.43,libed,12.0,73.45,0
46034,11.81,0.0,144,4.17,gacutan,13.0,68.06,0
93796,0.0,0.0,136,0.0,muppidi,13.0,98.53,0
33690,0.0,0.0,264,0.0,diec,13.0,98.11,0
40219,0.0,5.17,174,0.0,estores,13.0,63.22,0
141345,0.0,7.91,139,30.22,villafania,13.0,52.52,0
1161,0.0,5.22,402,0.0,agpaoa,13.0,86.57,0
130931,0.0,6.25,432,15.51,supnet,13.0,71.06,0
945,0.0,6.38,235,5.11,agdeppa,13.0,82.13,0
47127,0.0,0.0,208,0.0,garlapati,13.0,94.71,0
20822,0.0,0.0,147,6.12,capule,13.0,88.44,0
104143,0.0,0.0,156,0.0,phounsavath,13.0,89.74,0
111419,0.0,6.45,124,4.03,repollo,13.0,80.65,0
23652,0.0,0.0,130,0.0,chhatwal,13.0,93.85,0
148088,0.0,0.0,110,0.0,yerneni,13.0,96.36,0
81786,0.0,0.0,120,0.0,macalinao,13.0,90.0,0
29515,0.0,13.49,126,10.32,damera,13.0,76.19,0
111427,0.0,0.0,129,6.98,resuello,13.0,85.27,0
108433,0.0,6.12,376,7.98,rabang,13.0,63.83,0
83776,0.0,3.61,360,2.78,manivanh,13.0,90.56,0
108242,0.0,7.83,166,0.0,quicho,13.0,87.95,0
148014,0.0,1.32,758,2.11,yellowhair,13.0,94.46,0
31307,2.45,6.12,245,11.43,delacerna,13.0,67.76,0
68347,16.26,0.0,123,0.0,khaton,13.0,78.05,0
101882,0.0,0.0,114,0.0,patlolla,13.0,100.0,0
19459,0.0,9.16,535,5.79,cabacungan,13.0,72.34,0
77073,0.0,4.05,148,6.76,leiato,13.0,79.05,0
99007,0.0,4.29,163,4.29,opena,13.0,88.96,0
96508,0.0,0.0,238,0.0,niroula,13.0,96.22,0
147493,0.0,3.17,599,1.0,xayavong,13.0,89.48,0
74874,0.0,7.87,127,29.13,lamorena,13.0,57.48,0
117149,20.36,5.82,275,5.45,sanichar,13.0,61.09,0
91797,0.0,0.0,113,0.0,momohara,13.0,82.3,0
62676,0.0,4.08,147,0.0,inafuku,13.0,75.51,0
122686,0.0,0.0,112,0.0,shendo,13.0,89.29,0
297,4.76,5.56,126,19.84,abrea,13.0,68.25,0
135337,0.0,5.92,152,5.92,tomboc,13.0,82.89,0
82217,0.0,0.0,128,0.0,madduri,13.0,100.0,0
132413,0.0,2.82,355,4.23,tamondong,13.0,83.66,0
8812,0.0,5.7,193,0.0,battad,13.0,79.79,0
140564,0.0,0.0,173,0.0,venigalla,13.0,97.69,0
124575,0.0,0.0,127,0.0,sistla,13.0,95.28,0
81229,0.0,0.0,165,0.0,lumanlan,13.0,85.45,0
64191,0.0,0.0,114,5.26,javillonar,13.0,82.46,0
29132,0.0,0.0,161,9.94,dacquel,13.0,78.26,0
24580,0.0,7.01,157,3.82,cimafranca,13.0,88.54,0
23674,0.0,0.0,178,0.0,chhour,13.0,95.51,0
46305,0.0,0.0,115,20.0,galdones,13.0,73.04,0
74119,0.0,1.82,275,9.09,lacanlale,13.0,87.64,0
138187,0.0,6.76,148,4.05,unutoa,13.0,77.7,0
34306,0.0,5.24,210,3.33,dioquino,13.0,89.05,0
149119,0.0,41.6,125,0.0,zaver,14.0,58.4,0
1160,0.0,9.68,124,4.84,agpalo,14.0,79.84,0
56892,26.96,0.0,115,0.0,heeralall,14.0,52.18000000000000,0
32265,0.0,21.95,123,0.0,denina,14.0,72.36,0
19773,0.0,0.0,163,5.52,cajucom,14.0,91.41,0
11627,0.0,4.23,213,3.29,bharwani,14.0,85.45,0
19613,0.0,3.45,174,0.0,caday,14.0,89.08,0
7691,0.0,5.08,295,33.56,balino,14.0,53.9,0
26084,0.0,8.61,151,0.0,conanan,14.0,78.15,0
20046,0.0,4.24,236,5.08,calpito,14.0,82.2,0
19532,0.0,8.93,112,5.36,cabigon,14.0,69.64,0
46844,0.0,4.58,131,9.16,garalde,14.0,77.86,0
14645,0.0,0.0,166,6.63,boquiren,14.0,89.76,0
30842,0.0,0.0,179,0.0,dedhia,14.0,95.53,0
95988,0.0,1.66,302,0.0,ngeth,14.0,93.38,0
22934,0.0,0.0,155,0.0,champaneri,14.0,92.9,0
125814,0.0,12.05,166,10.24,sobrepena,14.0,65.66,0
123534,0.0,4.82,249,5.62,siapno,14.0,86.75,0
79256,0.0,14.18,268,4.1,littlebear,14.0,70.15,0
67145,0.0,1.94,258,0.0,kavr,14.0,95.35,0
108390,0.0,24.82,141,4.26,quiton,14.0,53.9,0
135511,0.0,5.04,139,4.32,toomalatai,14.0,76.98,0
138227,0.0,0.0,142,0.0,uppuluri,14.0,96.48,0
428,0.0,9.66,145,0.0,abriam,14.0,84.14,0
135401,0.0,13.51,111,0.0,tomooka,14.0,69.37,0
117178,0.0,4.16,601,30.12,sanluis,14.0,62.23,0
107749,0.0,8.07,223,0.0,punjani,14.0,85.2,0
39686,0.0,0.0,208,0.0,erfe,14.0,95.67,0
24022,0.0,0.0,131,0.0,choedon,14.0,100.0,0
28507,0.0,8.41,226,5.75,cuison,14.0,76.99,0
117860,0.0,18.38,136,0.0,saunooke,14.0,70.59,0
113344,0.0,0.0,382,5.24,roeun,14.0,88.22,0
137884,0.0,3.83,261,14.18,ugale,14.0,73.18,0
108291,0.0,0.0,175,8.0,quimson,14.0,84.0,0
83444,0.0,0.0,130,6.92,manalad,14.0,89.23,0
9975,4.51,27.13,1198,1.17,belgarde,14.0,57.51,0
13608,0.0,0.0,140,0.0,bodapati,14.0,97.14,0
138044,0.0,7.41,189,8.99,umayam,14.0,75.66,0
130494,0.0,3.91,128,16.41,sudaria,14.0,73.44,0
104207,0.0,3.91,128,7.81,picardal,14.0,82.03,0
97379,0.0,4.58,153,7.84,numkena,14.0,85.62,0
1589,0.0,18.18,110,6.36,alailima,14.0,50.0,0
20680,0.0,2.96,169,0.0,capiral,14.0,92.9,0
130641,21.97,10.98,173,0.0,sukhai,14.0,54.34,0
130583,0.0,0.0,130,0.0,sugay,14.0,87.69,0
78966,0.0,6.63,196,4.59,linsangan,14.0,82.14,0
99177,0.0,16.25,160,5.0,orencia,14.0,70.0,0
69250,0.0,11.43,175,2.86,kishiyama,14.0,72.0,0
145040,0.0,18.13,171,2.92,whitewolf,14.0,69.01,0
8720,0.0,3.4,147,4.08,batacan,14.0,80.95,0
52372,0.0,5.93,118,8.47,grino,14.0,72.88,0
138292,0.0,6.34,142,30.28,urcia,14.0,56.34,0
140454,0.0,2.4,250,0.0,vellanki,14.0,97.2,0
85646,0.0,5.13,156,0.0,matibag,14.0,88.46,0
94761,1.82,7.27,275,0.0,naqui,14.0,86.18,0
102845,0.0,0.0,198,0.0,penmetsa,14.0,98.99,0
75640,0.0,11.54,130,10.0,larot,14.0,68.46,0
19531,0.0,7.33,191,11.52,cabigas,15.0,67.02,0
19545,0.0,6.17,162,4.32,cabotaje,15.0,86.42,0
36494,0.0,7.46,335,5.97,ducusin,15.0,77.91,0
2253,0.0,2.69,186,7.53,almero,15.0,83.33,0
63603,0.0,0.0,113,0.0,jahng,15.0,96.46,0
91386,0.0,6.9,174,2.87,moeai,15.0,56.32,0
22561,0.0,22.58,124,23.39,cerdena,15.0,50.81,0
142155,0.0,0.0,163,3.68,vongdara,15.0,93.87,0
55593,0.0,5.22,134,0.0,harjani,15.0,91.04,0
6926,0.0,7.11,211,6.64,balancio,15.0,79.15,0
126366,0.0,0.0,128,0.0,sorathia,15.0,97.66,0
93762,0.0,4.17,192,0.0,munsayac,15.0,94.79,0
20889,0.0,6.25,208,2.4,caranto,15.0,81.73,0
19624,0.0,8.82,238,2.1,cadelina,15.0,87.39,0
138503,0.0,11.57,121,0.0,uyematsu,15.0,69.42,0
12324,0.0,0.0,146,6.85,binuya,15.0,86.99,0
132472,0.0,2.52,555,5.05,tangonan,15.0,82.7,0
82423,0.0,0.0,165,3.64,magcalas,15.0,91.52,0
99141,0.0,12.8,328,6.71,ordonio,15.0,67.38,0
137120,0.0,0.0,164,31.71,tubon,15.0,58.54,0
5849,0.0,6.14,277,24.55,avecilla,15.0,64.26,0
141564,0.0,0.0,146,0.0,vinnakota,15.0,97.95,0
51065,0.0,0.0,205,0.0,gosalia,15.0,95.61,0
62715,0.0,0.0,148,0.0,indukuri,15.0,97.97,0
99115,0.0,36.41,206,5.83,orcino,15.0,51.46,0
116295,0.0,42.25,187,4.28,salac,15.0,51.87,0
41996,0.0,10.82,231,9.96,felarca,15.0,75.32,0
46023,0.0,2.48,363,34.99,gachupin,15.0,60.33,0
132121,0.0,8.64,243,13.99,taijeron,15.0,58.85,0
109595,0.0,0.0,124,12.1,raposas,15.0,74.19,0
71789,0.0,0.0,111,0.0,kottapalli,15.0,100.0,0
100098,0.0,4.76,126,0.0,oyoung,15.0,84.92,0
137228,0.0,0.0,207,0.0,tuliao,15.0,95.17,0
101565,0.0,20.87,115,0.0,parwani,15.0,69.57,0
94242,0.0,0.0,124,0.0,mylavarapu,15.0,97.58,0
75042,0.0,0.0,147,7.48,landingin,15.0,87.07,0
32800,0.0,0.0,136,0.0,descheenie,15.0,96.32,0
62290,0.0,8.61,151,21.19,ibana,15.0,62.25,0
59741,0.0,0.0,147,0.0,hofilena,15.0,93.88,0
5831,0.0,11.11,144,3.47,avancena,15.0,80.56,0
6109,0.0,0.0,156,0.0,ayze,15.0,92.95,0
93047,0.0,8.24,170,0.0,mounga,15.0,76.47,0
134960,0.0,0.0,114,0.0,tjahjadi,15.0,92.98,0
9559,0.0,9.71,175,0.0,bedoni,15.0,89.71,0
33398,0.0,7.91,177,3.95,dhatt,15.0,80.79,0
115947,0.0,1.13,2129,1.41,saelee,16.0,94.22,0
12037,0.0,6.82,220,0.0,bighorse,16.0,83.64,0
131887,0.0,5.04,119,6.72,tabada,16.0,79.83,0
5401,0.0,4.74,190,0.0,atangan,16.0,83.16,0
116360,0.0,0.0,118,0.0,salavea,16.0,69.49,0
131908,0.0,0.0,140,0.0,tabayoyong,16.0,95.0,0
137955,0.0,6.04,265,3.77,ulanday,16.0,77.74,0
54744,0.0,9.63,187,7.49,halog,16.0,72.19,0
96011,0.0,0.0,150,0.0,nguyenthi,16.0,96.67,0
64239,0.0,0.0,136,0.0,jayswal,16.0,95.59,0
62878,0.0,0.0,134,3.73,inthisone,16.0,88.81,0
9034,0.0,0.0,118,0.0,bavishi,16.0,97.46,0
101267,10.37,5.19,135,4.44,parbhoo,16.0,71.85,0
134274,0.0,0.0,145,0.0,thotakura,16.0,100.0,0
82491,0.0,3.87,362,0.0,maglalang,16.0,87.02,0
1128,0.0,5.0,120,0.0,aglugub,16.0,85.0,0
63216,0.0,10.74,121,9.09,itow,16.0,72.73,0
115798,0.0,0.0,120,35.83,sabugo,16.0,55.0,0
30221,0.0,2.99,301,11.96,dauz,16.0,78.07,0
47141,0.0,12.33,146,4.79,garlitos,16.0,73.29,0
124348,0.0,0.0,119,0.0,singireddy,16.0,99.16,0
115741,0.0,19.11,157,4.46,saberon,16.0,65.61,0
130645,21.24,10.62,113,0.0,sukhraj,16.0,53.98,0
130647,17.89,12.54,598,4.01,sukhu,16.0,54.18,0
141563,0.0,7.23,595,3.53,vinluan,16.0,83.03,0
97585,0.0,5.63,142,4.23,nyugen,16.0,89.44,0
31725,0.0,1.24,806,3.23,delmundo,16.0,92.31,0
56494,0.0,0.0,144,0.0,hayag,16.0,88.89,0
19475,0.0,5.41,111,11.71,cabalquinto,16.0,72.97,0
97358,0.0,0.0,288,3.82,nuguid,16.0,93.75,0
7590,0.0,0.0,201,0.0,banwait,16.0,99.0,0
137580,0.0,0.0,119,0.0,tuufuli,16.0,85.71,0
141355,0.0,4.97,181,3.31,villagracia,16.0,89.5,0
89898,0.0,7.74,155,7.74,miciano,16.0,81.94,0
52612,0.0,6.45,155,3.87,grospe,17.0,87.1,0
83690,0.0,3.09,356,5.62,manglicmot,17.0,87.92,0
84118,0.0,0.0,160,0.0,maralit,17.0,95.63,0
101802,0.0,8.96,357,7.84,patacsil,17.0,62.46,0
142160,0.0,2.1,523,2.29,vongphakdy,17.0,90.44,0
107779,0.0,0.0,197,0.0,puppala,17.0,97.46,0
19574,0.0,0.0,159,16.98,cacatian,17.0,71.07,0
68379,0.0,3.39,177,0.0,khetani,17.0,94.35,0
1921,0.0,9.15,142,10.56,alferos,17.0,64.79,0
100082,0.0,3.85,156,0.0,oyadomari,17.0,75.0,0
6136,0.0,4.48,134,9.7,azcueta,17.0,79.85,0
83463,0.0,0.0,150,0.0,manarang,17.0,90.67,0
138569,0.0,5.08,118,0.0,vadapalli,17.0,94.92,0
107908,0.0,7.38,122,0.0,putcha,17.0,86.89,0
439,0.0,6.83,161,0.0,ablao,17.0,81.37,0
137969,0.0,2.35,553,5.61,ulep,17.0,83.36,0
73374,0.0,0.0,115,0.0,kulshrestha,17.0,96.52,0
147948,0.0,0.0,231,0.0,yeasmin,17.0,98.7,0
117778,22.92,8.75,240,5.83,sattaur,17.0,54.58,0
132443,0.0,5.77,364,1.92,tandoc,17.0,89.01,0
100460,0.0,4.1,244,2.46,pahulu,17.0,84.43,0
4940,0.0,11.11,126,36.51,artuz,17.0,50.0,0
123174,0.0,17.39,115,0.0,shoker,17.0,76.52,0
46032,0.0,0.0,166,0.0,gacula,17.0,89.76,0
100543,0.0,0.0,280,0.0,paladugu,17.0,98.57,0
38063,0.0,0.0,112,42.86,eduarte,17.0,53.57,0
50860,0.0,6.9,116,11.21,goombi,17.0,78.45,0
115937,0.08,1.04,6419,1.03,saechao,17.0,95.5,0
66956,0.0,0.0,128,0.0,katakam,17.0,95.31,0
109515,0.0,9.52,168,2.98,ranola,17.0,85.12,0
4793,0.0,7.69,117,5.13,arquines,17.0,82.05,0
7052,0.0,9.24,119,22.69,baldoza,17.0,59.66,0
82190,0.0,0.0,207,0.0,maddali,17.0,96.14,0
23655,0.0,0.0,120,4.17,chhean,17.0,92.5,0
97485,0.0,0.0,136,5.15,nuval,17.0,86.76,0
29239,0.0,4.12,243,3.7,daguio,17.0,87.24,0
147870,0.0,5.37,149,0.0,yath,17.0,81.88,0
103980,0.0,0.0,118,0.0,phanh,17.0,96.61,0
100372,0.0,3.92,766,3.26,pagaduan,17.0,79.9,0
23670,0.0,2.66,188,0.0,chhom,18.0,94.15,0
112797,0.0,0.0,233,0.0,rmah,18.0,97.42,0
117640,0.0,3.2,219,3.65,sarreal,18.0,90.41,0
108238,0.0,4.05,148,0.0,quibuyen,18.0,88.51,0
141303,0.0,5.77,156,0.0,vilay,18.0,87.18,0
82493,0.0,6.8,206,2.43,maglasang,18.0,77.67,0
108391,0.0,8.0,350,12.29,quitoriano,18.0,72.86,0
37216,0.0,5.79,121,0.0,durvasula,18.0,89.26,0
30388,0.0,9.56,481,4.16,dcosta,18.0,78.59,0
81708,0.0,5.04,258,12.4,maae,18.0,67.44,0
100443,0.0,4.24,377,4.24,paguirigan,18.0,86.21,0
82396,0.0,4.4,250,6.4,magaoay,18.0,78.8,0
115959,0.0,0.0,469,4.69,saesee,18.0,93.6,0
116245,0.0,6.96,115,8.7,sakahara,18.0,73.91,0
65260,0.0,2.33,215,7.91,jumawan,18.0,79.53,0
9039,0.0,4.84,186,0.0,bawany,18.0,87.63,0
74123,0.0,6.36,173,12.72,lacar,18.0,69.94,0
84402,0.0,0.0,168,0.0,marfatia,18.0,95.24,0
131888,0.0,15.57,122,13.93,tabag,18.0,50.0,0
135451,0.0,6.3,254,0.0,tongol,18.0,88.58,0
67090,0.0,3.28,183,11.48,kaulaity,18.0,68.85,0
121031,0.0,5.26,133,0.0,sehdev,18.0,91.73,0
20825,0.0,5.97,134,4.48,capuno,18.0,85.82,0
6915,0.0,8.59,361,4.71,balajadia,18.0,77.29,0
91190,0.0,5.19,790,8.23,miyasato,18.0,70.26000000000000,0
137365,0.0,0.0,138,10.14,tuquero,18.0,84.78,0
83521,0.0,18.64,220,21.82,mandac,18.0,54.09,0
68364,0.0,0.0,128,0.0,kheang,18.0,92.19,0
19494,0.0,0.0,114,0.0,cabardo,18.0,91.23,0
81560,0.0,6.31,206,28.64,luzano,18.0,58.74,0
98080,0.0,0.0,192,0.0,oeun,18.0,98.44,0
89740,0.0,0.0,113,0.0,meyyappan,18.0,98.23,0
75450,0.0,3.24,309,2.27,lapitan,19.0,86.08,0
53107,0.0,0.0,235,5.96,gueco,19.0,85.96,0
97325,0.0,7.41,189,0.0,nucum,19.0,84.66,0
68237,0.0,0.0,123,0.0,kewalramani,19.0,97.56,0
120977,0.0,3.82,131,0.0,segay,19.0,92.37,0
101265,0.0,2.04,392,3.83,parayno,19.0,88.52,0
95998,0.0,4.38,137,0.0,ngoun,19.0,93.43,0
118066,0.0,0.0,182,0.0,saycocie,19.0,96.7,0
100803,0.0,0.0,121,0.0,pamatmat,19.0,88.43,0
100805,0.0,9.02,133,6.77,pambid,19.0,77.44,0
95040,0.0,13.35,502,8.96,navalta,19.0,68.92,0
82910,0.0,5.13,117,0.0,makaafi,19.0,90.6,0
131999,0.0,0.0,111,0.0,tadaki,19.0,68.47,0
7464,0.0,8.19,647,5.72,banez,19.0,79.29,0
80004,0.0,29.33,525,0.0,longie,19.0,62.1,0
30624,0.0,4.38,160,5.0,deborja,19.0,86.25,0
60589,0.0,14.93,134,5.97,hoptowit,19.0,68.66,0
20047,0.0,8.89,135,8.89,calpo,19.0,74.81,0
132840,0.0,0.0,155,0.0,tatlonghari,19.0,89.03,0
13332,0.0,0.0,199,8.54,blueeyes,19.0,90.45,0
108185,0.0,2.84,317,3.79,queja,19.0,79.5,0
83762,0.0,10.05,199,2.51,maningas,19.0,77.39,0
13890,0.0,0.0,177,4.52,bognot,19.0,93.79,0
130956,0.0,2.16,463,0.0,surapaneni,19.0,97.19,0
6126,0.0,11.45,131,15.27,azares,19.0,64.12,0
7827,0.0,8.66,127,18.9,barcinas,19.0,60.63,0
81734,0.0,7.12,295,13.22,mabalot,19.0,76.95,0
53855,0.0,0.0,116,0.0,guttikonda,19.0,95.69,0
138582,0.0,0.0,286,0.0,vadlamudi,19.0,96.15,0
11593,0.0,0.0,177,0.0,bhagavatula,19.0,98.87,0
30382,0.0,11.38,167,5.99,dazen,19.0,82.04,0
23658,0.0,0.0,234,3.42,chhem,19.0,91.88,0
138157,0.0,0.0,114,0.0,unnisa,19.0,97.37,0
112415,2.52,4.4,318,11.32,ringor,19.0,65.41,0
81797,0.0,5.75,226,7.52,macanas,19.0,62.39,0
976,0.0,10.19,363,3.86,acierto,19.0,79.06,0
78692,0.0,4.83,207,2.9,limjoco,20.0,84.54,0
88998,0.0,3.88,129,0.0,mendiratta,20.0,92.25,0
60508,0.0,5.28,246,6.5,hoopii,20.0,53.25,0
34073,0.0,0.0,185,0.0,dimapilis,20.0,97.84,0
108743,0.0,9.57,627,8.61,rafanan,20.0,71.29,0
20203,0.0,13.64,132,12.12,camit,20.0,57.58,0
72033,0.0,9.92,121,0.0,kozuma,20.0,76.03,0
36495,0.0,3.38,148,0.0,ducut,20.0,90.54,0
94760,0.0,5.14,389,14.4,naputi,20.0,64.52,0
8524,0.0,19.67,122,0.0,basbas,20.0,72.95,0
74409,0.0,4.74,232,2.59,laforteza,20.0,88.36,0
74118,0.0,3.59,223,3.14,lacanilao,20.0,92.38,0
65483,0.0,0.0,178,0.0,kabigting,20.0,94.38,0
21967,0.0,3.43,321,2.18,casuga,20.0,80.06,0
6105,0.0,3.97,252,0.0,ayyagari,20.0,91.27,0
148461,0.0,4.7,319,4.39,yumang,20.0,82.45,0
2024,13.95,15.7,172,6.4,alino,20.0,61.05,0
81709,0.0,0.0,127,0.0,maafu,20.0,93.7,0
23219,0.0,0.0,111,0.0,chatrath,20.0,95.5,0
135586,0.0,0.0,184,47.83,toralba,20.0,50.0,0
137313,0.0,6.49,262,2.67,tungol,20.0,87.02,0
54746,0.0,5.43,129,4.65,halona,20.0,86.05,0
143420,0.0,41.67,180,0.0,waska,20.0,57.22,0
48687,0.0,0.0,145,0.0,ghelani,20.0,98.62,0
23103,0.0,9.78,460,8.7,chargualaf,20.0,59.35,0
134430,0.0,3.04,329,7.6,tibayan,20.0,80.24,0
108358,0.0,4.42,475,9.26,quiocho,20.0,61.05,0
134839,0.0,5.8,138,0.0,tiqui,20.0,69.57,0
97174,0.0,21.19,118,0.0,nouchi,20.0,60.17,0
5955,0.0,0.0,223,0.0,avula,20.0,94.17,0
5975,0.0,13.22,174,5.75,aweau,20.0,55.17,0
53446,0.0,0.0,248,0.0,gullapalli,20.0,97.18,0
137592,2.59,12.07,232,5.6,tuzon,21.0,62.07,0
3192,0.0,41.01,178,0.0,amyotte,21.0,54.49,0
42793,0.0,13.57,221,4.07,figuracion,21.0,70.14,0
26817,5.76,20.14,139,0.0,corpin,21.0,60.43,0
15321,0.0,0.0,138,0.0,bounyavong,21.0,93.48,0
116331,0.0,10.0,110,0.0,salandanan,21.0,76.36,0
83446,0.0,8.45,284,2.11,manalansan,21.0,87.32,0
14641,0.0,0.0,241,0.0,boppana,21.0,96.68,0
29326,0.0,17.04,135,3.7,dait,21.0,71.11,0
82494,0.0,9.46,222,10.81,maglaya,21.0,73.87,0
132343,0.0,4.64,539,3.34,tamanaha,21.0,75.51,0
147675,0.0,18.18,121,6.61,yanaga,21.0,61.98,0
46227,0.0,0.0,220,0.0,gajera,21.0,97.27,0
104776,0.0,0.0,168,0.0,pinnamaneni,21.0,99.4,0
116029,0.0,5.04,119,10.08,sagapolu,21.0,58.82,0
88900,0.0,4.52,221,6.79,melwani,21.0,81.45,0
68367,0.0,0.0,127,0.0,khehra,21.0,96.85,0
143482,0.0,0.0,123,0.0,watahomigie,21.0,95.93,0
123935,0.0,0.0,167,0.0,sihavong,21.0,93.41,0
29805,0.0,0.0,157,0.0,dantuluri,21.0,99.36,0
22268,0.0,2.33,429,1.4,cayanan,21.0,94.17,0
6487,0.0,0.0,121,0.0,badesha,21.0,93.39,0
101348,0.0,3.11,161,0.0,parimi,21.0,94.41,0
34311,0.0,6.9,174,4.02,dioso,21.0,79.31,0
117013,0.0,0.0,181,0.0,sandhar,21.0,95.58,0
101336,0.0,0.0,165,0.0,parhar,21.0,92.12,0
121888,0.0,9.09,154,4.55,sevenstar,21.0,70.78,0
