,PCTBLACK,PCTWHITE,COUNT,PCTHISPANIC,surname,frequency,PCTASIAN,Other
84168,0.0,2.94,1124,95.2,marban,21.0,1.33,0
84814,0.0,6.04,149,93.96,marrugo,21.0,0.0,0
118524,0.0,38.74,111,57.66,scharon,21.0,0.0,0
131900,0.0,7.17,963,91.9,tabarez,21.0,0.0,0
150238,0.0,22.96,196,75.0,zulaica,21.0,0.0,0
42370,0.0,27.27,121,72.73,ferraez,21.0,0.0,0
4371,0.0,0.0,118,96.61,areche,21.0,0.0,0
5246,0.0,3.54,988,91.6,arrellano,21.0,4.35,0
103443,0.0,8.27,532,90.98,pesantes,21.0,0.0,0
5243,0.0,14.77,711,83.26,arrambide,21.0,0.84,0
88953,2.85,6.36,456,69.96,mencias,21.0,18.86,0
92490,0.0,14.29,175,84.57,morentin,21.0,0.0,0
117374,1.87,8.22,535,87.85,santoya,21.0,1.31,0
52969,0.0,9.79,419,89.02,guaderrama,21.0,0.0,0
141745,0.55,10.19,1816,88.22,vitela,21.0,0.61,0
148420,21.46,15.71,452,59.73,ysaguirre,21.0,0.0,0
141838,0.0,5.07,138,94.93,vizoso,21.0,0.0,0
1762,0.0,11.15,269,50.93,alcantra,21.0,23.05,0
1724,0.0,33.06,121,65.29,albisu,21.0,0.0,0
102622,0.0,10.0,240,90.0,pellecer,21.0,0.0,0
1748,0.0,4.1,195,95.38,albuja,21.0,0.0,0
43979,0.0,2.75,255,96.08,fontalvo,21.0,0.0,0
93817,0.0,3.2,813,95.82,muralles,21.0,0.62,0
2370,0.0,3.87,388,95.88,ahedo,21.0,0.0,0
20980,0.0,7.06,269,89.96,cardenes,21.0,2.97,0
44694,0.0,16.67,222,56.76,fransico,21.0,23.880000000000000,0
111490,0.0,27.46,244,66.39,revas,21.0,4.1,0
57910,0.0,7.89,228,87.72,herbas,21.0,3.95,0
92677,0.0,5.17,1510,94.3,morquecho,21.0,0.0,0
117278,0.0,0.0,206,98.06,santeliz,21.0,0.0,0
141405,0.0,17.25,255,72.16,villaran,21.0,9.02,0
94814,0.0,17.91,134,74.63,naredo,21.0,3.73,0
141379,0.0,8.62,290,83.79,villamarin,21.0,7.24,0
17845,0.0,0.0,114,99.12,bucardo,22.0,0.0,0
147772,0.0,0.0,278,93.17,yanza,22.0,5.4,0
5599,0.0,37.11,194,61.86,audiffred,22.0,0.0,0
26651,0.0,5.68,317,91.48,cordoves,22.0,2.84,0
138087,0.0,11.4,114,88.6,umpierrez,22.0,0.0,0
22563,0.0,0.0,190,98.42,cerecedo,22.0,0.0,0
89966,0.0,8.97,468,89.74,midence,22.0,0.0,0
141377,0.0,3.08,390,95.38,villaman,22.0,1.54,0
8271,0.0,3.26,614,96.09,barrueta,22.0,0.0,0
14913,0.0,4.59,588,95.07,borroto,22.0,0.0,0
117328,0.0,5.81,258,94.19,santiz,22.0,0.0,0
55992,0.0,16.89,444,81.53,hasbun,22.0,0.0,0
138309,0.0,3.64,1153,95.84,ureno,22.0,0.43,0
3866,0.0,8.7,230,90.43,anzueto,22.0,0.0,0
21636,0.0,4.58,568,89.08,caseres,22.0,5.460000000000000,0
10664,0.0,4.84,186,93.01,beraza,22.0,0.0,0
117120,0.0,30.15,199,69.35,sangerman,22.0,0.0,0
100097,0.0,18.38,136,55.88,oyos,22.0,23.53,0
31063,0.0,10.07,914,52.63,degracia,22.0,32.93,0
93410,0.0,21.48,135,77.04,muino,22.0,0.0,0
112999,9.62,10.1,416,79.33,rochez,22.0,0.0,0
27898,0.0,20.43,323,78.33,cristan,22.0,0.0,0
130432,0.0,8.17,1383,79.54,subia,22.0,10.41,0
21409,0.0,8.06,335,91.64,carrisalez,22.0,0.0,0
2072,0.0,5.35,243,82.3,allala,22.0,11.11,0
42761,1.14,3.41,1233,94.24,figeroa,22.0,0.65,0
117565,0.38,4.81,1559,94.29,sarinana,22.0,0.0,0
18536,0.0,8.22,146,91.78,buelvas,22.0,0.0,0
104832,0.0,2.99,668,78.29,pioquinto,22.0,18.11,0
19552,0.69,2.06,729,96.71,cabreja,22.0,0.0,0
78182,0.0,8.75,583,87.99,leyvas,22.0,1.89,0
88279,6.07,7.48,214,84.58,medena,22.0,0.0,0
106960,0.0,16.38,116,81.03,pretel,22.0,0.0,0
8733,0.0,6.67,135,92.59,bataz,22.0,0.0,0
104886,0.0,13.64,154,82.47,pirez,22.0,0.0,0
11367,0.0,4.02,597,95.81,betancourth,22.0,0.0,0
31843,0.0,13.13,198,86.87,delsolar,22.0,0.0,0
141031,0.0,10.04,239,89.12,viamontes,22.0,0.0,0
79474,0.0,2.51,438,97.26,lobatos,22.0,0.0,0
138675,0.0,14.07,327,78.29,valasco,22.0,7.03,0
51494,0.0,2.48,282,86.88,grageda,22.0,10.64,0
25761,0.0,12.71,181,84.53,colio,22.0,0.0,0
58808,0.0,10.08,119,88.24,hildalgo,22.0,0.0,0
22130,0.0,3.24,247,95.14,cauich,23.0,0.0,0
28378,0.0,0.0,285,98.95,cuate,23.0,0.0,0
10663,0.0,13.27,113,86.73,beraun,23.0,0.0,0
2247,0.0,0.0,129,94.57,almenas,23.0,0.0,0
98863,0.0,10.71,112,89.29,ondarza,23.0,0.0,0
22634,0.0,7.74,155,90.97,cerron,23.0,0.0,0
91589,0.0,0.0,200,98.5,mojena,23.0,0.0,0
53108,0.0,9.57,491,89.82,guedea,23.0,0.0,0
106071,0.75,10.29,1740,84.2,poncedeleon,23.0,4.25,0
91900,1.21,0.7,993,98.09,monegro,23.0,0.0,0
39892,0.0,33.92,171,65.5,escarra,23.0,0.0,0
80131,1.17,18.93,428,79.44,loperena,23.0,0.0,0
12547,0.0,4.86,803,94.52,bisono,23.0,0.0,0
22372,0.0,10.43,115,89.57,cediel,23.0,0.0,0
46807,0.0,3.6,139,95.68,ganuza,23.0,0.0,0
91015,0.0,11.07,542,87.08,misquez,23.0,1.29,0
104662,0.0,3.73,268,96.27,pinacho,23.0,0.0,0
33350,0.0,3.82,131,96.18,deynes,23.0,0.0,0
85275,0.0,17.65,187,73.26,masiel,23.0,7.49,0
46300,0.26,2.69,5419,96.7,galdamez,23.0,0.17,0
121446,1.16,8.29,519,89.21,sendejas,23.0,1.16,0
26110,0.0,18.1,116,81.9,condarco,23.0,0.0,0
116359,0.0,11.9,126,78.57,salavarria,23.0,7.94,0
132712,0.0,15.0,140,81.43,tarrago,23.0,0.0,0
141349,1.69,9.38,768,87.5,villafranco,23.0,0.78,0
8223,0.31,6.91,2287,91.91,barrientes,23.0,0.61,0
51349,0.0,25.93,270,73.7,gozman,23.0,0.0,0
4987,0.0,4.79,752,71.54,arzaga,23.0,21.68,0
110030,0.0,11.3,115,87.83,raygada,23.0,0.0,0
141454,1.79,6.79,280,90.36,villega,23.0,0.0,0
4851,0.0,11.35,185,88.11,arrivillaga,23.0,0.0,0
4849,0.0,48.39,186,50.0,arritola,23.0,0.0,0
131083,0.28,5.61,3547,93.63,sustaita,23.0,0.25,0
108226,0.0,0.0,125,98.4,quezadas,23.0,0.0,0
100206,0.0,23.29,146,73.29,pachelo,23.0,0.0,0
523,0.0,0.0,124,97.58,acatitlan,23.0,0.0,0
27904,0.0,1.75,342,98.25,cristerna,23.0,0.0,0
6905,0.0,10.3,563,87.39,baladez,23.0,0.89,0
2765,0.0,24.18,182,74.73,alvare,23.0,0.0,0
21867,0.0,8.37,478,87.87,castenada,23.0,1.67,0
83105,2.95,7.03,441,88.44,maldonaldo,23.0,0.0,0
1798,0.0,6.47,170,91.76,aldapa,23.0,0.0,0
4338,0.0,15.79,114,72.81,arcay,23.0,10.53,0
21569,0.0,10.34,145,79.31,casana,23.0,8.28,0
14710,0.0,18.25,137,78.83,bordoy,23.0,0.0,0
84721,0.0,3.22,435,96.09,maroquin,23.0,0.0,0
133567,0.82,2.47,1338,96.56,terriquez,23.0,0.0,0
148068,0.0,2.75,909,96.59,yerena,23.0,0.0,0
15063,0.0,10.41,1480,88.99,bosquez,23.0,0.41,0
7036,0.0,9.12,318,86.48,baldivia,23.0,3.14,0
20940,0.0,7.0,200,93.0,carcache,23.0,0.0,0
20908,0.0,4.29,210,93.81,caraza,23.0,0.0,0
98641,0.0,7.93,580,89.14,olivan,23.0,2.07,0
43996,0.0,7.93,164,68.9,fontela,23.0,22.56,0
111383,0.0,2.85,316,96.52,retiz,23.0,0.0,0
36335,0.0,24.24,198,73.74,duardo,23.0,0.0,0
9010,0.0,0.0,122,81.15,baustista,23.0,13.93,0
47304,0.0,4.0,150,94.67,garzes,24.0,0.0,0
30001,0.0,16.56,157,83.44,darquea,24.0,0.0,0
116033,0.0,11.97,117,88.03,sagardia,24.0,0.0,0
116361,0.0,11.06,208,88.46,salaverria,24.0,0.0,0
22825,0.0,2.07,6186,97.61,chairez,24.0,0.13,0
21357,0.0,7.37,448,91.29,carrejo,24.0,0.0,0
85862,0.0,11.46,192,88.54,maturano,24.0,0.0,0
111860,0.0,5.82,275,93.09,richarte,24.0,0.0,0
140404,2.38,2.84,1091,93.68,velasques,24.0,0.73,0
101586,0.0,1.68,297,97.98,pascacio,24.0,0.0,0
112942,0.23,3.09,3043,96.52,roblero,24.0,0.0,0
76417,9.94,2.92,171,67.84,laynes,24.0,19.3,0
92107,0.0,27.76,508,68.5,montecino,24.0,1.77,0
139931,0.0,5.66,389,93.06,vaquez,24.0,0.0,0
104215,0.0,6.08,411,89.78,picaso,24.0,2.43,0
7583,0.0,18.87,159,77.99,banuchi,24.0,0.0,0
141362,0.0,3.57,252,96.43,villalobo,24.0,0.0,0
37510,0.0,7.09,381,92.65,dzul,24.0,0.0,0
58172,0.0,3.14,223,96.41,herrador,24.0,0.0,0
140730,0.0,8.51,693,90.19,verdusco,24.0,0.0,0
109457,0.0,17.47,166,79.52,ranero,24.0,0.0,0
19770,1.26,9.6,1031,83.9,cajigas,24.0,4.07,0
89300,0.0,7.79,231,91.77,merizalde,24.0,0.0,0
96042,0.0,2.83,212,96.7,nicacio,24.0,0.0,0
95865,12.95,6.47,139,80.58,newball,24.0,0.0,0
51437,1.05,12.65,569,85.76,gradillas,24.0,0.0,0
26548,16.46,3.16,158,77.22,coradin,24.0,0.0,0
62720,0.0,5.19,462,93.72,inestroza,24.0,0.0,0
138327,0.0,19.87,302,78.15,uribes,24.0,0.0,0
10961,0.0,33.13,166,65.66,bernache,24.0,0.0,0
81100,0.0,16.08,143,81.12,lugaro,24.0,0.0,0
49300,0.0,22.17,203,75.37,gimenes,24.0,0.0,0
10571,0.0,12.21,393,85.5,bentancourt,24.0,0.0,0
137334,6.22,11.11,225,79.11,tunon,24.0,2.67,0
80570,0.0,10.4,173,89.6,lourido,24.0,0.0,0
50298,0.0,5.29,416,93.03,goicochea,24.0,0.0,0
137172,0.0,3.31,181,96.13,tuesta,24.0,0.0,0
96489,0.0,18.98,274,80.66,niola,24.0,0.0,0
4372,0.0,5.14,3306,94.07,arechiga,24.0,0.39,0
41626,0.0,0.0,160,97.5,favian,24.0,0.0,0
113621,0.0,30.82,159,68.55,romagosa,24.0,0.0,0
11078,0.0,1.45,619,98.38,berrelleza,25.0,0.0,0
81369,0.0,0.0,140,95.71,luperon,25.0,0.0,0
10685,0.0,3.35,269,96.65,bercian,25.0,0.0,0
141285,0.0,5.95,437,87.87,vijil,25.0,5.26,0
31574,0.0,8.29,362,90.88,delhoyo,25.0,0.0,0
47586,0.0,14.42,326,84.97,gavaldon,25.0,0.0,0
106633,22.5,20.83,120,51.67,powery,25.0,0.0,0
109200,0.0,12.02,183,86.34,ramire,25.0,0.0,0
132357,0.0,3.8,605,94.55,tamay,25.0,0.99,0
136543,0.0,26.34,243,69.55,triguero,25.0,3.29,0
10000,0.0,6.28,239,91.21,beliz,25.0,0.0,0
5488,0.0,3.09,194,96.39,atrian,25.0,0.0,0
117407,0.0,18.68,257,79.77,sapata,25.0,0.0,0
117361,0.0,10.74,391,88.75,santoscoy,25.0,0.0,0
53281,0.76,1.9,790,97.22,guijosa,25.0,0.0,0
115042,0.0,18.92,148,81.08,ruilova,25.0,0.0,0
47003,0.0,1.77,1301,98.0,garcilazo,25.0,0.0,0
100103,2.33,7.51,559,74.6,ozaeta,25.0,14.31,0
2868,0.0,5.78,173,92.49,amalla,25.0,0.0,0
32283,32.17,6.09,230,59.57,denizard,25.0,0.0,0
51344,0.0,4.88,697,92.97,goytia,25.0,1.43,0
46178,0.0,18.8,117,80.34,gaibor,25.0,0.0,0
26821,2.4,4.93,832,92.19,corporan,25.0,0.0,0
19553,0.0,4.12,194,94.85,cabrejos,25.0,0.0,0
22374,0.62,2.9,1136,96.21,cedillos,25.0,0.0,0
22477,0.15,2.6,3390,97.14,cendejas,25.0,0.0,0
102202,0.0,1.13,441,97.96,payamps,25.0,0.0,0
45046,0.0,13.65,2059,84.46,fresquez,26.0,1.41,0
41115,0.0,7.74,620,78.06,fandino,26.0,12.42,0
149873,0.0,0.0,167,97.01,zinzun,26.0,0.0,0
37794,0.0,26.53,147,67.35,echaniz,26.0,4.76,0
2814,0.0,2.93,1773,95.43,alvizo,26.0,1.46,0
46578,0.0,5.83,206,93.69,gamarro,26.0,0.0,0
1620,0.0,10.71,168,83.93,alanzo,26.0,2.98,0
2380,1.81,9.56,1768,87.44,algarin,26.0,0.79,0
113098,0.0,0.0,175,75.43,rodelas,26.0,22.86,0
31527,31.93,4.91,285,61.4,delerme,26.0,0.0,0
39494,0.0,28.57,140,71.43,ensenat,26.0,0.0,0
113776,0.0,0.0,230,97.83,ronces,26.0,0.0,0
42757,0.0,32.17,143,65.73,figarola,26.0,0.0,0
112842,0.0,8.94,481,90.64,robalino,26.0,0.0,0
39927,0.0,15.18,303,83.5,escobosa,26.0,0.0,0
83780,0.0,6.1,164,71.34,manjares,26.0,21.34,0
94856,0.0,8.76,605,90.25,narvaiz,26.0,0.0,0
7675,0.0,21.36,295,76.95,baraona,26.0,0.0,0
78271,0.0,3.7,297,95.29,libreros,26.0,0.0,0
4823,0.0,7.32,314,91.4,arrendondo,26.0,0.0,0
51852,0.0,12.2,123,65.04,graza,26.0,21.14,0
62422,4.18,5.32,263,90.11,igartua,26.0,0.0,0
135156,0.0,0.0,126,98.41,tojin,26.0,0.0,0
20271,0.0,7.03,128,91.41,campista,26.0,0.0,0
20137,0.52,2.53,1544,96.5,camberos,26.0,0.32,0
85456,0.0,7.09,268,92.91,mastrapa,26.0,0.0,0
15587,0.0,11.64,275,88.0,boyas,26.0,0.0,0
96902,0.0,20.37,324,77.47,norat,26.0,1.85,0
79285,0.0,3.19,345,95.94,lituma,26.0,0.0,0
132348,0.0,0.0,154,96.75,tamarez,26.0,0.0,0
50673,0.0,4.64,194,93.81,gonzaba,26.0,0.0,0
141414,0.0,13.18,220,84.09,villarini,26.0,0.0,0
58200,0.0,3.54,198,59.09,herreria,26.0,32.83,0
7978,0.0,10.04,229,89.08,barjas,26.0,0.0,0
58178,0.0,2.04,685,97.52,herrarte,26.0,0.0,0
20899,0.0,23.87,331,58.91,caravalho,26.0,5.14,0
74611,4.32,10.07,139,76.98,laiz,26.0,7.91,0
138340,0.0,16.55,592,81.59,urista,26.0,0.84,0
138711,0.0,4.01,773,94.57,valdiviezo,26.0,1.29,0
23273,0.0,3.96,480,93.33,chavaria,26.0,2.08,0
53775,8.51,0.0,141,89.36,gutama,26.0,0.0,0
6341,0.0,8.6,186,53.76,bacerra,26.0,34.41,0
53266,0.0,49.72,362,50.0,guidos,26.0,0.0,0
10740,0.0,32.19,351,64.67,berez,26.0,2.85,0
23156,0.0,6.25,112,92.86,charre,27.0,0.0,0
78508,0.0,9.7,464,89.66,lievano,27.0,0.0,0
141368,4.6,3.45,174,91.38,villalongo,27.0,0.0,0
53369,0.0,7.07,198,92.42,guirola,27.0,0.0,0
86107,0.0,47.73,220,51.82,mayea,27.0,0.0,0
141150,0.0,8.57,140,89.29,vidrios,27.0,0.0,0
112697,0.0,22.42,339,69.62,riveira,27.0,3.24,0
52966,0.0,4.75,652,94.02,guadamuz,27.0,0.0,0
7302,0.0,12.29,911,86.61,baltierra,27.0,0.77,0
7027,1.42,8.25,424,87.03,baldez,27.0,0.0,0
111425,0.0,4.31,116,95.69,rescalvo,27.0,0.0,0
148832,0.0,5.62,2617,93.31,zamarron,27.0,0.34,0
121394,2.79,5.08,610,91.48,semidey,27.0,0.0,0
89752,0.0,0.0,167,99.4,mezquite,27.0,0.0,0
148189,0.0,0.0,179,96.09,yocupicio,27.0,0.0,0
18866,0.0,11.02,127,88.98,burneo,27.0,0.0,0
4806,0.0,5.82,189,84.13,arrastia,27.0,8.47,0
101294,0.0,7.83,166,84.94,pardinas,27.0,6.63,0
100723,0.0,0.0,164,98.78,palmeros,27.0,0.0,0
102425,5.84,8.03,137,85.4,pedre,27.0,0.0,0
88648,0.0,0.0,149,97.32,mejicano,27.0,0.0,0
2561,3.67,27.52,218,63.76,alpuche,27.0,0.0,0
84140,0.0,8.86,237,87.34,marante,27.0,3.8,0
85270,0.0,12.51,879,83.28,masias,27.0,2.73,0
80328,0.0,44.69,179,53.63,lorigo,27.0,0.0,0
140388,0.0,5.14,564,94.15,velador,27.0,0.0,0
3790,0.0,5.96,151,92.05,antongiorgi,27.0,0.0,0
135636,0.0,44.6,139,52.52,toris,27.0,0.0,0
79442,0.0,3.78,344,94.77,lluberes,27.0,0.0,0
79428,0.0,41.03,156,58.33,lliteras,27.0,0.0,0
39723,0.0,3.07,1140,96.67,erives,27.0,0.0,0
150,13.24,27.94,136,56.62,abdalah,27.0,0.0,0
83366,0.68,9.19,740,87.84,maltos,27.0,1.49,0
39940,0.0,6.38,549,92.9,escovar,27.0,0.0,0
64949,0.0,4.17,192,92.71,jorrin,27.0,0.0,0
3259,0.0,2.17,645,97.21,andalon,27.0,0.0,0
138850,0.0,13.58,707,84.3,vallez,27.0,0.85,0
20251,0.0,0.0,232,98.71,campechano,28.0,0.0,0
148993,0.0,13.79,116,85.34,zarat,28.0,0.0,0
85976,0.0,16.72,293,81.91,mauras,28.0,0.0,0
135980,0.0,9.83,173,87.86,trabal,28.0,0.0,0
111370,0.0,7.64,275,92.36,retamoza,28.0,0.0,0
83074,0.0,8.89,135,90.37,malaver,28.0,0.0,0
103088,0.0,5.3,434,94.7,perezchica,28.0,0.0,0
23177,0.0,37.3,244,59.43,chasco,28.0,0.0,0
23278,0.0,6.67,180,93.33,chavarro,28.0,0.0,0
11080,0.0,9.14,197,87.31,berrera,28.0,0.0,0
148423,0.0,11.31,274,88.32,ysasi,28.0,0.0,0
91659,0.0,29.37,143,69.23,molieri,28.0,0.0,0
80578,0.0,34.49,316,64.24,loustaunau,28.0,0.0,0
24638,0.0,3.24,618,95.79,cintora,28.0,0.0,0
53385,0.0,17.29,133,81.95,guitian,28.0,0.0,0
80873,0.0,1.34,1786,98.26,lucatero,28.0,0.34,0
92803,0.0,6.94,144,92.36,moscat,28.0,0.0,0
31852,0.0,48.03,406,50.49,delucas,28.0,0.0,0
40036,0.0,16.84,190,82.11,espalin,28.0,0.0,0
224,0.0,0.0,173,97.69,abelino,28.0,0.0,0
102757,0.45,3.26,2211,96.11,penate,28.0,0.0,0
102740,0.0,35.39,243,53.5,penalber,28.0,9.88,0
126351,0.0,0.0,115,93.91,sopon,28.0,0.0,0
30467,1.99,9.03,2360,87.67,dearmas,28.0,1.19,0
98445,0.0,9.6,250,88.4,olachea,28.0,0.0,0
40155,0.0,4.56,636,93.87,estala,28.0,1.26,0
84476,0.0,6.38,329,92.4,mariche,28.0,0.0,0
51026,0.0,0.0,145,99.31,gorrostieta,28.0,0.0,0
130746,0.0,1.79,446,95.96,sumano,28.0,0.0,0
42142,0.0,5.73,192,93.23,femat,28.0,0.0,0
149483,0.0,7.5,200,92.5,zequeira,28.0,0.0,0
97363,0.0,10.26,234,88.89,nuila,28.0,0.0,0
141351,0.0,3.09,162,94.44,villagarcia,28.0,0.0,0
140379,0.0,4.49,245,95.1,veizaga,28.0,0.0,0
86251,0.0,24.31,181,72.38,mazuca,28.0,2.76,0
86187,0.0,9.83,407,87.71,maytorena,28.0,1.47,0
46410,0.0,4.31,116,95.69,gallarza,28.0,0.0,0
18998,0.0,3.04,559,96.78,buruca,28.0,0.0,0
29441,0.0,0.0,125,100.0,dalmasi,28.0,0.0,0
134587,1.93,4.82,519,93.06,tijerino,28.0,0.0,0
77002,0.0,4.27,234,94.02,legra,29.0,0.0,0
37809,0.0,5.31,471,92.57,echemendia,29.0,0.0,0
45103,1.36,5.96,369,91.87,freytes,29.0,0.0,0
19160,0.0,7.27,220,92.73,bustinza,29.0,0.0,0
20843,0.0,2.88,382,96.34,carabantes,29.0,0.0,0
105757,0.0,6.71,164,90.24,polania,29.0,0.0,0
83362,1.41,8.58,781,89.5,maltez,29.0,0.0,0
41574,0.0,9.48,116,87.07,faundez,29.0,0.0,0
89502,0.0,6.0,250,93.2,mestanza,29.0,0.0,0
40060,0.0,4.18,1100,95.36,espericueta,29.0,0.0,0
14996,0.0,17.02,141,82.98,boscan,29.0,0.0,0
1768,0.0,23.26,129,52.71,alcayaga,29.0,21.71,0
21869,0.0,6.42,592,90.37,casteneda,29.0,1.52,0
102206,0.0,3.25,154,95.45,payares,29.0,0.0,0
148803,0.0,35.37,311,60.45,zaleta,29.0,2.57,0
6692,0.17,1.73,9983,97.66,bahena,29.0,0.37,0
141482,2.76,5.52,181,91.16,villodas,29.0,0.0,0
99398,0.0,8.45,2166,90.12,ortegon,29.0,0.55,0
4824,0.0,9.46,148,71.62,arres,29.0,14.19,0
2351,0.92,2.89,762,95.14,aguillar,29.0,0.66,0
4381,0.0,8.73,275,90.91,areizaga,29.0,0.0,0
116749,0.0,12.57,167,86.83,sambolin,29.0,0.0,0
26781,4.04,12.11,223,83.41,cornielle,30.0,0.0,0
1772,0.0,5.41,185,92.97,alcerro,30.0,0.0,0
7613,0.0,37.05,278,62.23,baque,30.0,0.0,0
41755,1.7,24.21,1297,72.86,febus,30.0,0.0,0
26937,2.24,10.47,401,86.28,corujo,30.0,0.0,0
138695,0.0,0.0,135,97.04,valdera,30.0,0.0,0
121564,0.0,10.47,1844,87.74,sepeda,30.0,1.19,0
20035,0.0,5.38,650,94.15,caloca,30.0,0.0,0
89055,0.0,2.41,539,96.85,menera,30.0,0.0,0
20661,0.0,19.31,202,78.71,caperon,30.0,0.0,0
101048,0.0,3.84,365,94.79,pantojas,30.0,0.0,0
110972,0.0,25.66,265,70.94,relles,30.0,3.02,0
97830,0.0,2.0,1900,97.63,ocegueda,30.0,0.0,0
53010,0.0,10.58,189,88.36,guarderas,30.0,0.0,0
23162,4.0,5.71,175,88.57,charris,30.0,0.0,0
86235,14.29,22.32,112,61.61,mazier,30.0,0.0,0
4057,0.0,6.8,147,61.22,araos,30.0,31.29,0
138358,0.0,6.67,450,90.44,urquia,30.0,1.78,0
52958,0.0,0.0,242,99.17,guaba,30.0,0.0,0
115041,0.0,19.3,114,78.07,ruiloba,30.0,0.0,0
50120,0.0,42.86,161,52.17,godreau,30.0,0.0,0
2764,0.69,5.94,1735,91.93,alvardo,30.0,1.15,0
46286,0.58,8.49,1201,79.85,galban,30.0,8.91,0
11118,0.0,0.0,120,99.17,berruecos,30.0,0.0,0
17130,0.0,25.41,122,70.49,brondo,30.0,4.1,0
84086,0.0,8.85,192,70.83,mapula,30.0,20.31,0
138558,0.0,5.66,265,93.21,vacio,30.0,0.0,0
84063,1.36,2.92,514,95.53,manzueta,30.0,0.0,0
99637,0.0,2.93,205,96.59,ospino,30.0,0.0,0
123580,0.0,5.32,282,92.91,sical,30.0,0.0,0
111371,0.0,10.07,139,87.05,retamozo,31.0,0.0,0
51414,0.0,3.77,477,95.81,gracian,31.0,0.0,0
4297,0.0,8.33,252,90.87,aranibar,31.0,0.0,0
135693,0.0,6.29,302,88.41,torralva,31.0,1.99,0
100891,0.0,0.0,182,57.69,paneda,31.0,40.11,0
117468,0.0,7.63,249,88.76,saragoza,31.0,0.0,0
33471,0.0,6.4,250,93.6,diarte,31.0,0.0,0
14037,0.0,0.0,160,97.5,boites,31.0,0.0,0
108378,0.0,0.0,134,98.51,quishpe,31.0,0.0,0
50620,4.07,6.79,221,87.33,gonez,31.0,0.0,0
9365,3.94,7.09,127,88.19,beaz,31.0,0.0,0
83781,0.0,8.1,457,91.47,manjarres,31.0,0.0,0
97756,0.0,7.32,123,88.62,obledo,31.0,0.0,0
139992,2.04,31.18,587,64.57,vargus,31.0,0.85,0
26645,2.43,8.5,247,88.26,cordona,31.0,0.0,0
42788,0.82,3.16,855,95.32,figuereo,31.0,0.0,0
141012,0.0,20.14,139,76.98,veytia,31.0,0.0,0
94977,0.0,11.86,295,86.1,nativi,31.0,0.0,0
9138,0.0,3.72,1614,95.91,bazaldua,31.0,0.0,0
51284,18.46,6.92,130,73.85,govantes,31.0,0.0,0
96565,0.0,17.14,140,72.86,nistal,31.0,0.0,0
106330,1.64,7.15,1035,90.53,portalatin,31.0,0.0,0
1863,0.0,4.28,187,95.72,alencastro,31.0,0.0,0
22743,0.0,18.96,211,78.67,chaboya,31.0,0.0,0
102747,4.93,9.38,629,82.03,penalver,31.0,2.54,0
35418,0.0,7.75,1316,89.06,dorame,31.0,2.28,0
39895,0.0,9.94,161,65.22,escartin,31.0,24.22,0
112696,0.0,6.98,129,92.25,rivasplata,31.0,0.0,0
4184,0.0,8.34,1319,91.13,amparan,31.0,0.0,0
22054,0.0,21.82,165,70.91,cativo,31.0,7.27,0
23634,1.07,3.74,1870,94.44,chevez,31.0,0.37,0
93746,0.44,6.34,3610,92.47,munos,31.0,0.36,0
80767,1.77,11.8,339,86.43,lozado,31.0,0.0,0
10425,1.86,25.27,376,72.07,bengochea,31.0,0.0,0
1945,0.0,6.56,122,72.95,algarra,31.0,18.03,0
102935,0.0,2.41,746,96.92,penuelas,31.0,0.0,0
138206,0.0,23.16,190,75.26,upegui,31.0,0.0,0
5826,1.56,2.9,448,92.63,avalo,31.0,1.34,0
9845,0.0,33.33,180,63.33,beiro,31.0,0.0,0
39277,0.0,4.28,491,94.09,encinia,32.0,0.0,0
53812,0.0,3.37,3090,95.4,gutierres,32.0,0.91,0
148156,0.0,7.55,159,91.82,yllescas,32.0,0.0,0
1801,0.0,10.89,202,78.22,aldas,32.0,10.89,0
84460,0.0,9.5,242,88.02,mariaca,32.0,0.0,0
5460,0.0,7.55,371,90.3,atiles,32.0,0.0,0
101461,0.0,9.71,484,87.4,parraga,32.0,1.45,0
141390,0.0,17.16,169,76.92,villaneuva,32.0,4.73,0
35394,0.0,16.04,293,83.62,dopico,32.0,0.0,0
141301,0.0,25.79,190,70.0,vilarino,32.0,0.0,0
138406,0.0,12.13,445,85.62,urvina,32.0,0.0,0
99110,0.0,22.88,118,75.42,orcasitas,32.0,0.0,0
37482,0.0,0.0,180,98.33,dzib,32.0,0.0,0
138413,0.0,2.62,686,97.08,uscanga,32.0,0.0,0
99631,0.9,1.3,1002,97.6,osorto,32.0,0.0,0
140556,0.0,19.69,127,80.31,vengoechea,32.0,0.0,0
10457,2.08,5.06,336,91.96,beniquez,32.0,0.0,0
135431,0.0,5.11,743,93.81,tonche,32.0,0.0,0
132219,0.0,6.28,749,89.72,talamante,32.0,3.47,0
41346,0.0,3.89,257,95.72,fabelo,32.0,0.0,0
113100,0.0,6.9,652,92.18,rodelo,32.0,0.0,0
7407,0.0,15.64,211,83.89,banchs,32.0,0.0,0
92580,0.0,5.97,419,91.41,moriel,32.0,0.0,0
99458,0.0,3.94,2058,95.72,ortuno,32.0,0.0,0
2865,11.68,0.0,137,85.4,amalbert,32.0,0.0,0
12971,0.0,37.61,218,50.46,blasquez,32.0,10.55,0
46859,0.0,7.63,118,88.98,garayua,32.0,0.0,0
29104,0.0,33.61,122,66.39,daboub,32.0,0.0,0
